text,label,0.5
"Duterte: Binay can talk about drugs and criminality, but he can't talk about corruption. Bagahe niya yan eh. #IkawNaBaDuterte",1,English
@zetsobejana MRT - Mar Roxas Transit (mej bulok),1,n/a
Bday man diay ni VP Binay! haha,0,English
Ang nakakaloko dyan... ngayon si Duterte ang leading pero pag natapos na bilangan... biglang si Roxas na yan. LORD PAANO,1,Filipino
Ang annoying ng tvc ni Binay ??,1,Filipino
"binay, not convincing ?? totohanin mo kasi",1,English
Binay camp: Ombudsman’s order vs Junjun Binay a ‘calculated attack’ https://t.co/9HOwR9riZ9 https://t.co/lXegFPedf0,0,English
"Binay: ""I am a man of proven accountability and transparency.""Me:  *insert Y DA FUK U LYIN, Y U ALWAYS LYIN meme*",1,English
instead of only binay! only binay!,English
hambog ka binay! hambog ka binay!,n/a
wag iboto! wag iboto!,n/a
#NogNogHambog,1,n/a
Nakaka bad trip na talaga ads ni Binay. Plastic.,1,English
9) bwisit na bwisit ako kapag pinapalabas yung ad ni binay lalo na't alam kong mali siya ng gamit ng 'nang at ng' LORD NAMAN,1,Filipino
"Binay: ""In effect, the acting leadership at City Hall has shut down my office."" @rapplerdotcom",0,English
Nakakainis na commercial ni binay ha! Puro pandak pinagsasabi,1,Filipino
Trillanes accuses Du30 of having ill gotten wealth yet he can pay for anti-ads on TV. Baka naman taxpayers' money yan? Tsk tsk. #desperado,1,English
"May forever, ung pagka bobo ni Mar Roxas. NEVER VOTE  him.",1,English
mahahati votes para kay Santiago o Duterte tsk,0,n/a
"Sinusulsol sa atin mga nagawa nya, para iboto sya, Only Binay",1,Filipino
binay is so ill informed.Mindanao problem s not a socio economic problem but a cultural problem! Research pg may time #PiliPinasDebates2016,1,English
Gosh!!! Top2 si Mar Roxas #DayaangDILAW,1,English
Sana ang pangalan na lang ng nanay ni Duterte at ni Roxas ay Martha para wala na pong away,0,Filipino
Trillanes: Hindi ako titigil sa pag-uusig laban sa pamilya Binay https://t.co/QcNCRAgYr5 | via Bombo Radyo,0,Filipino
I make things happen. I walk the talk. - VP Binay https://t.co/HdHo8eSKI8,0,English
12 M plus of Duterte against 7 M plus votes of Roxas ATM,0,English
"If Mr.Palengke looses his Presidential bid ,di c Binay di c Duterte At lolong di c Poe ang sisihin kundi ALDUBNATIONS. #VoteMaineFPP #KCA",0,English
"Dating DILG Secretary Ronaldo Puno, itinuturong nasa likod ng pagbangon muli ni Vice President at Una Presidential Bet Jejomar Binay …",0,English
"@AlexLachica13 bobo niya ah, natural pera ng bayan gagamitin kaya nga may tax eh XD alangan pra ni binay eh di nagdildil ng asin si binay.",1,Filipino
Napakadesperate manalo ni Mar Roxas sa pagkapresidente. Atat na atat mangurakot. Psh,1,n/a
Last ka na lang Binay..,0,Filipino
RT @InqNational: Mar Roxas meets Albay's 3rd districts LP leaders in Ligao City. | @msarguelles67 #VotePH2016,0,English
Sobrang nakakairita tong campaign ad ni Binay. ??,1,English
"The parents, the children, and every citizen in this country live in this country and not in Pluto. #POE2016",0,English
Plot twist: The difference between Duterte and Poe after the elections will be the number of votes Señeres garnered.,0,English
Binay: Gov't did all it could for Zapanta https://t.co/xPqdCtJzuv | via Rappler,0,English
"@BiancaAngpauco6 if manalo si Grace Poe, puro showbiz nanaman and gobyerno! notopoe #BinayPaRin",1,English
THE STANDARD: UPDATE: Vice President Jejomar Binay visits Bustos and other towns in Bulacan.,0,English
@rodmagaru naniniwala ba syang inosente si Binay sa mga corruption cases filed against him,0,Filipino
@iamronniereyes still duterte. Sick and tired of binay yellow at poe,0,English
"Go Miriam! Go Grace! The last Presidential Debate.. Straight-forward platform, anti-corruption, peace and orde.. #PiliPinasDebates2016",0,English
NALSS AKO SA CAMPAIGN SONG NI BINAY WTH ANONG MALI SAKIN :(((,1,n/a
"Dear @ixrated: Super touched akey. Sabi nga ni A, baka mapaboto kami kay Binay sa pinaggagagawa mo.Love,Santa Ethelia",0,Filipino
Kahit ano pa mang ginawa ni Binay wala parin kayong karapatang husgahan siya.  #NogNogHambog,1,Filipino
Nahaharap sa isyu ng katiwalian ang mga Binay. Ano ang dito masasabi ni Edu Manzano na dating Vice Mayor ng Makati? https://t.co/DvVILB9j5i,0,Filipino
Nung nakita kong pangatlo si mar roxas. Naisip kong ang tanga ng mga tumanggap ng pera. Dahil lang sa pera? Mas gugustuhin nyong maghirap?,1,Filipino
Ano bang pinupunto ni Binay? You are part of the current admin. May naitulong ka ba talaga?,1,Filipino
Pak na pak ahahaha #roxas2016 di naman gumana ang plano mo!!! https://t.co/5eaGgfyoHy,1,Filipino
Leading pa rin si Binay sa SWS survey! PUNYETA PO,1,Filipino
"Bombo Radyo Philippines - Binay no.1 pa rin sa SWS survey; Duterte, Poe patas sa pangalawang pwesto https://t.co/y6zazYx8BB",0,Filipino
"Wow naman Mar Roxas, napaka hardworking mo naman. Di pa nga umaabot ng 1hr, 2nd ka na agad! AMAZING! DAYAANG MATUWID IS ?????",1,Filipino
"RT @oiragasm: si binay ay nognog, pandak, laki sa hirap pero di tulad ng iba, siya ay nanggaling sa planet yekok",1,Filipino
"@EiraCaberte @MARoxas @SenGracePOE For someone who was a former Wall Street guy, mahina mag sales talk. Pffft. #RoxasFizzlingOut",0,English
Corruption questions annoy Binay - WATCH: https://t.co/Wj4tAyLHt5 #BeFullyInformed,0,English
"RT @YvetteZaide: Iba ka talaga, Binay! Walang hiya ka talaga. Hanggang ngayon, Makati pa rin benchmark mo? After being the VP for 6 years? …",1,English
#TSOpinion Do you think it’s gonna be Binay-versus-Mar fight on May? https://t.co/ZAyZzL02Z2 https://t.co/glWEMSbcHV,0,English
"Presidente Duterte, don't let this debate pass without giving Binay, Roxas and Poe what they deserve after attacking u these previous days.",1,English
"Sabi nang Prof ko dati sa PolSci, BINAY and POE lang daw yan sa huli. Ayaw ko man maniwala sakanya pero Political Analyst yun eh. ??????",0,Filipino
"dat ginaya mo na rin Binay si Manny Villar dat di na only binay theme song mo, dapat 'nakaligo ka na ba sa dagat ng basura' ganern",0,n/a
Tang-ina mo mar roxas. Desperado kna. Ulul! #dayaangmatuwid,1,Filipino
VP Binay: Sex tayo mamaya?,n/a
Me: Hindi kaya ng health ko.,Filipino
Alma Moreno for Senator! #PrayForAlmaMoreno,1,n/a
@TedPylon so sino po iboboto niyo? Mar? Binay? Poe? Hello?,0,Filipino
Dapat Mar.,English
? Poe: American ,n/a
?? Roxas: Clean Gov leader record,English
? Duterte: Murderer ,n/a
? Defensor: Health Issues,English
? Binay: Corrupt ,n/a
#PHVoteRoxas,1,English
"KAHIT SINO MANALO, WAG LANG SI MAR ROXAS!",1,n/a
"Hindi ka nognog, Kayumanggi ka. Si binay lang nognog",1,n/a
Dagdag stress ka lang. Ibagsak mo nalang ako kung bagsak! Dami mong drama! Ikaw ba si Binay? ?????? Tatlong sapak para sa'yo!,1,Filipino
Accusing ABS-CBN of being bias only to learn that the anti-Duterte ad is also being aired by GMA and TV5. Nagmukhang tanga.??,1,English
Grabe talaga sila tsk tsk,n/a
DUTERTE TILL THE END,n/a
#NOTOMARROXAS https://t.co/cB1vYiJCbT,1,n/a
Grabe! Gumalaw ung upuan without someone or something pushing it! Baka naman nandon si Binay hndi lang nakita ni kuya tanod? #24oras,1,English
"May pumasok na na vote turn outs! Du30 is leading with 9,990 and Roxas with 8,711.  #Election2016 partial unofficial",0,English
"RT @mikokokranch: Quotang quota na sa pity to appeal itong si Binay using the term ""Nognog"" to describe himself.",1,English
wala na bang iba? pansin ko puro si  binay ginigisa eh,n/a
#OnlyBinayNaTayo,1,n/a
"Hindi ko talaga gets. Nung si Binay yung ginanun, tuwang tuwa mga tao. Nung kay Duterte, biglang bastos na kami. UGH sobrang nakakabadtrip",1,Filipino
Nakakairita talaga si Trillanes at Mar Roxas. Why dont they just shut up and let the people judge nalang? Arhg! DUTERTE TILL THE END,1,English
He doesnt look it pero he really gives intelligent answers. More sense than Roxas and Binay combined. #wantedpresident #Duterte,0,English
"Pano hindi ka kase humaharap sa korte! Wag kami Binay, wag kami.",1,Filipino
manduga kapa mar roxas,1,n/a
Yananaman yang commercial ni binay,1,n/a
Tama ginagamit ni Mar Roxas at LP ang 4Ps program sa kanyang TV ad upang linlangin ang mga mahihirap nating... https://t.co/YS9Ql2U2Hh,0,Filipino
Yung nasa likod nung nagtatanong jusko pasimple pakita nung sticker ni grace poe. ULOL WAG DITO TANGINA MO KANG BABAE KA,1,Filipino
"#Manila Binay visits LP mayor in Parañaque, accuses LP of vote-buying https://t.co/Xw4qNYLXAH",0,English
It should be 10M+ Filipinos if Binay did not pocketed the rest of the money #NoToBinay2016  https://t.co/1kxFCvc32O,1,English
"Didn't finish that Alma Moreno 's stint at Headstart. So painful to watch. Imagine a senate with Pacquiao, Moreno, Binay and Lapid. Ugh",1,English
@Senyora @rizzaa_mae hindi naman bagay opposite ni Binay si Alden..at para walang masabi na nagiindorse sya ng kandidato.,Filipino
#VoteMaineFPP #KCA,0,English
"RT @serjordy: PUNYETA YUNG NEW ADS NI BINAY! -_- ONLY BINAY? YEAH ONLY BINAY! NOGNOG, PANDAK, LAKI SA HIRAP PERO KURAP!",1,n/a
"Asked about his wish for 2016, VP Binay said ""Next question please"". On Mar Roxas' wish for him, VP said ""Thank you!"" | @jv_arcena",0,English
Di ko na alam Binay... nawala cover ko kingina...,1,Filipino
"VP Binay ’s wealth which is 2,300% increase over 26 years in public service and his 700M campaign expense so far is a HUGE mystery.",1,English
Binay says he doesn't know where friend Gerry Limlingan and aide Ebeng Baloloy are. #PHvote,0,English
bobo mo binay!!!!,1,English
"@JAYDEEAF @jayyypanget Only Binay can touch my skin,who touches yours? HAHAHAHA di to fb haha",1,English
"Sabi ni Abby Binay, ang Makati at Binay daw ay iisa... Wow!!! ALAM NA. YUN NA ANG SAGOT... TSK TSK TSK.",1,Filipino
DI GUMAGANA UNG MIC NI BINAY HAHAHAHAHAHA #PiliPinasDebates2016,0,n/a
#Fight4POE  to give way to Mar Roxas the way he did to Pinoy in 2010. Bayan muna bago sarili POE. https://t.co/eusAwKDqnc,1,English
Corruption allegations to hound Binay if he becomes president -- Trillanes https://t.co/JM1R8okLOS | via GMA News,0,English
Wag kang mag alala roxas ?? pagnanalo si du30 popondohan nya yung business nyong tsinelas ni korina ?? chill kalang,0,Filipino
Nakakatawa yung interview ni Korina Sanchez na Liwanag-Kadiliman ang labanan ni Roxas at Duterte. Ikaw kaya yung evil ??????,1,Filipino
Si Binay naasa paden. Hays hays.,1,n/a
Still confuse on how Mar Roxas is next to Duterte. That should be Santiago or Poe?,0,English
#Fight4POE  to give way to Mar Roxas the way he did to Pinoy in 2010. Bayan muna bago sarili POE. https://t.co/bz3mFHDIyq,1,English
No sign of Mar Roxas' platform yet. What do you stand for and how will you do it? #GoNegosyoTalks,0,English
@amaranteabel13 SIGE POE? BASTA MIRIAMING KWEK KWEK WAG LANG YUNG BINAY?! HAHAHAHAHAHAHAHA ????????,1,n/a
VP Binay is not fake..,English
#onlybinay,0,n/a
NO to Mar Roxas #RememberYolanda #YolandaPH,1,English
Binay treats typhoon victims at Jollibee: Strictly no spoon and fork? https://t.co/9jlx7O6GqR,0,English
@maracepeda the 1st mention of 'Abby Binay' appears on your TL. Now is Trending Topic in Philippines! #trndnl,0,English
"Si @senmiriam lang maaasahan sa debate. Puro pamemersonal sina Poe, Binay, Roxas at Duterte! #Miriam2016 #TeamEXO https://t.co/7SZ4lCARhy",1,English
"Sabi ni Abby Binay sa kanyang campaign as Makati mayor, “Ipagpapatuloy ko ang nasimulan ng aking ama.” --Medyo nakakatakot ito.",1,Filipino
Grace Poe's supporters stage protest; says 500 peso incentive to attend rallies not given https://t.co/NLWejdFAae,0,English
"Here's what Mar Roxas has to say about ""tanim-bala"" https://t.co/hQEemOVjMC",0,English
"Hindi ba natatakot si Mar Roxas sa mga black propaganda niya? Eh, di naman siya mananalo. ??",0,Filipino
Binay distances self from daughter's vote on Poe case https://t.co/HQ9mV0y9nQ https://t.co/5dRPU51IuH | via ABS-CBN News,0,English
"Hinahanap nila si MAR ROXAS dahil nasa-kanya ang tuwid na daan. Naliligaw daw sila e. If its UFO or something,... https://t.co/xvPAbJ8JNh",1,Filipino
#PiliPinasDebates VP LEG: Corrupt si VP Binay based on evidence. - Sen Trillanes,1,English
DAILY TRIBUNE Headlines [Tuesday - 02.02.16]:,n/a
-Trillanes ordered arrested over Binay’s libel suit,English
-Poe DQ... https://t.co/vv61C2GUYW,0,n/a
I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING please include the regions where the votes were transmitted.,0,English
Kaya nga si MAR ROXAS naging ,Filipino
MR.Palengke kasi dun siya nababagay!!!,1,Filipino
"Ladies and gentlemen, Mar roxas doesn't own the word -DESENTE.",1,English
BINAY FOR PRESIDENT!!!,0,n/a
Binay's true color seen on the debate yesterday #PiliPinasDebates2016,0,English
.senmiriam: There is no other provision in our Constitution that defines executive agreement. https://t.co/OmdU0ezheQ,0,English
"#TamVote: If elections were to be held today, who would you vote for President? Poe, Santiago, Roxas or Binay?",0,English
Hala si Binay??? Hahaha.,1,Filipino
Hindi po ako naniniwalang magkalapit si Roxas at Duterts. This elections is Duterte vs Poe. Srsly.,0,English
"Galawang marino na this! Tae, kaso nandito si Binay. Traffic tuloy. -.-",1,Filipino
"RT @theseanagbayani: Tangina ni Binay. Ginawang ""nognog"" ang lahat ng Pinoy. Kingina talaga! Penge gluta! I'm not nognog.",1,Filipino
RT @cocoy: The story of what happened between Tacloban Mayor Alfred Romualdez and Mar Roxas. #Yolanda ,English
(Updated),English
https://t.co/ybU4cttLt2,0,n/a
Comelec denies VCMs credit Duterte votes to Roxas. Let us give COMELEC benefit of doubt then. https://t.co/rWy0ISV8pB via @ABSCBNNews,0,English
@rawxxhell_ Gaga hahahahahahahhahahahahaha. Binay ako no,0,n/a
Wag nyong batuhin ng Bimpo si binay mga taga DM!,0,Filipino
GAGO #PHVoteDuterte!,n/a
Kung kailan malapit na #Halalan2016 nagkakalat siya!,Filipino
The more he talks shit bababa ratings niya till #PHVotePoe WINS!,1,English
"3 IN 1 ANG LABANAN NGAYON.BINAY, ROXAS, POE VERSUS THE ONE AND ONLY MAYOR RODRIGO DUTERTE.GALINGAN NO SIR. PRESIDENT DUTERTE",0,n/a
Nognog,n/a
Pandak,n/a
Laki sa hirap,Filipino
Yan si Binay,n/a
#BinayPaRin2016 https://t.co/FEa7EySV2C,0,n/a
Both Binay ang Poe rejected the offer! Na #friendzone ang oligarch puppet!??????????????????? #AyawSaDILAW,1,Filipino
@Senyora @HugotPost Benta yung kay Mar Roxas parang pipe Traffic daw,1,n/a
Say Presidente ko si Mar Roxas. Hintay ka after 30 mins may sobre ka na. Wag kang tumawa yung kapitbahay ko meron na. DUTERTE TILL THE END,1,Filipino
Only Binay amputa,1,n/a
nognog.,n/a
pandak.,n/a
pangit.,n/a
yan si binay,n/a
#sabisaTV,1,n/a
Voting for Binay is tolerating the act of corruption and you yourself is a corrupt too.,English
#PiliPinas,n/a
#BilangPilipino ,English
#DapatTama,1,English
#OnlyBinayWinner dahil rule of law palagi ang basehan ni VP BInay. Walang bias. Rule of law lang ,English
#OnlyBinayWinner Only B1NAY,0,English
@aisaraaap gago hindi! Hahahaha. Mga anti-Binay girl.,0,Filipino
Comparing notes earlier during our breakfast mtg at the BCBP and almost everyone is for Mar Roxas. Wala ng iba. #RoRo2016,0,English
"@Senyora masyado ka na binulag ng sistema. Lagi nlng poe, binay at mar topic mo. Di ata kilala si @senmiriam #MIRIAM2016",0,Filipino
Hello daw sabi ni Binay.,0,English
Saw a black propo ad showing children using swear words as campaign vs #Duterte... this is just OUTRAGEOUS! #Eleksyon2016,0,English
Binay presidency will worsen government corruption – Duterte - Read: https://t.co/UxUEgaDbSk #BeFullyInformed https://t.co/uMahuYI43D,0,English
Kupal si mar kupal din si binay. Hahaha,1,n/a
Tama Bang Gamiting ang Pondo ng Yolanda para lang Ibayad sa ALdub at iENDORSE Sila!!,Filipino
OMG! Camp of Mar Roxas... https://t.co/tPtd0wU2Xc,1,English
"""bakit dahil kay Binay.."" ABAY EWAN KO, LA AKOM PAKE ?? #TakboDuterte",1,English
Binay: Kahirapan,n/a
Miriam: Economy,n/a
Duterte: Criminality,n/a
Poe: Agriculture,n/a
Roxas: tsinelas ni Korina,n/a
#PiliPinasDebates2016,1,n/a
TANGINA SARAP KUTUSAN NI MAR ROXAS PATI BUDOY NOY AQUINO NAKUHA PANG SIRAIN ANG LUNETA PARK PARA SA meeting de avance ni duterte,1,n/a
RT @News5AKSYON: VP Jejomar Binay at mga kasama sa UNA nanguna sa pag-alala sa Bagyong Yolanda sa Tacloban kahapon. #aksyonsaumaga https://…,0,Filipino
Walang magsasawa haaa. team VP binay #OnlyBinayParehoTayo,0,Filipino
"""Nog-nog, pandak, laki sa hirapPero di tulad ng iba marami syang nagawa. Yan si Binay""HAHAHAHAHAHAHA ste kayu mangompanya Binay ngyaa ??????",1,Filipino
"@Nico_CAN_DO however, their PR methods are laughable. I mean, do they really think Filipinos are that stupid? Even Binay's doing a better PR",1,English
@momblogger and the wife is for Binay naman kaloka!,0,English
Women for Mar Roxas. Bigyan natin ng suporta. @leahnavarro @KrisAquinoWORLD @anakarylle @aupijuan https://t.co/GXi1UpBS18,0,English
@jemimajessica1 @AksyonTV @alanpcayetano Binayaran Spotted. Hindi dahil sa pagiging bias ko dahil sa taga makati ako.,1,Filipino
Mas bagay yung campaign jingle ni binay kay @senmiriam  tahahaha #MiriamFight #ALDUBGoingStrong,0,English
"so, andito paLa si VP Binay sa hinunangan ???? chos! ano na namn ang iboboLa mo samin :3 ????????",1,Filipino
Ako ramay nalungkot kay Mar Roxas,1,Filipino
@gmanewsbreaking @gmanews @kaeceealvarez obvious na obvious na iniendorso ng channel 2 yang mar roxas na yan.#BiasABSCBN .,1,English
"SAYANG POE ang mga nagbuwis ng buhay para sa ating freedoms during martial law, kung babalik pa tayo dun. #RoxasRobredo",0,Filipino
"Pitiful, Mar Roxas. Be a man enough!",1,n/a
Miriam Santiago: Fighting corruption made me run despite health - https://t.co/Hu9vG1keYO via @rapplerdotcom https://t.co/tZlC2jZBUk,0,English
"Since I am not a registered voter yet, i requested him to vote Poe/Santiago for pres and Trillanes for VP. boooo Mar Roxas.",1,English
hirap na hirap na ako sayo binay ano paba gusto mo! ??,1,Filipino
Si Binay kumukuha ng simpatya sa mga tao gamit ung panlalait nya sa sarili nya. Lul! Wag kami Binay! Wag kami! ??,1,Filipino
ang drama pota hahahahahahhaa — mas madrama pa si Binay. hahahahahah https://t.co/d381ym32it,1,English
"Wag ka lang manalo Binay, nakatulong kana sa pilipinas",1,Filipino
Pakyu ka tlga Mar Roxas. Kumukulo dugo ko sayo!!,Filipino
PAKYU FOREVER! https://t.co/prs3oul8IZ,1,n/a
"RT @DiKukurap: Marami sa atin na-Basha o na-Popoy na; yung kahit ouch sa heart, go! Eh na-Binay ka na ba? Worth it kaya?(Photo:CTO) https:/…",0,Filipino
"Nakaka beastmode yung TV ads ni Binay. Hindi lang sya ang maitim , hindi lang sya ang pandak at hindi lang sya ang laki sa hirap.",1,Filipino
@EmmanCubio galit na galit kay binay,1,Filipino
More than three hours after her supposed tell all interview sheryl cruz appeared and said Grace Poe and she are not sisters.,0,English
#selfishpoe or #selfishroxas? After all the shit thrown her way @MARoxas supporters have d face to say that,English
What the fuck is wrong with you?,1,English
#PHVote Mar Roxas,0,English
"CHACHA not needed if only Poe,Binay,Roxas had any IMAGINATION. @kalayaan1898 @marialigaya_ph @bilbil @Edvictan @inquirerdotnet @MRamosINQ",0,n/a
PUTANG INA BINAY. ISA KANG TUNAY NA MALIGNO. WTF.,1,n/a
ATE NI PNOY: DI NAMIN SUSUPORTAHAN ANG KANDIDATURA NI VP BINAY @MartinAndanar @News5AKSYON https://t.co/7UnjoNYKYf,0,n/a
Ina mo binay paka sinungaling mo,1,n/a
Kinukumbinse ngayon nila PNoy at Mar Roxas sina Grace Poe at Miriam Defensor-Santiago na umatras sa Halalan 2016.... https://t.co/dKgKOqI85H,0,Filipino
@alden_ism @AldenDefender @ngdahilsaaldub korek. Hahaha. Kasalanan na ni Binay yan.,0,n/a
@krisberry23 who's her bet ba? wag naman sanang binay or roxas ??,0,English
Simula 24oras hanggang Because OfYou wala kmeng nakita na anti du30 ads na inere sa gma! ,n/a
ABSCBN WORST STATION,1,n/a
Duterte or Santiago? ?? can't decide #Santiago2016 #Duterte2016,0,English
"#PiliPinasDebates2016 Presidantial candidates now on venue. Binay, Poe &amp; Duterte now waiting for debate to start",0,English
Buthet! Haha. Malaking issue yan TeePee! Hayaan mong ilatag ni Binay ang plataporma niya! ?? https://t.co/Z9hLssy3ff,1,Filipino
"Poverty, not corruption, is PHL's current moral issue –VP Binay https://t.co/6ofkALimbW",0,English
@DilimanConyos Basta wag lang si Binay ??????,0,n/a
Burned to Binay level. https://t.co/OcUSak6uO7,1,English
RT @PilStarNgayon: Mayor Binay nakaiskor vs Ombudsman https://t.co/xcgsuCjT1b https://t.co/GF2xDzzKaI,0,English
gagawin nga mga demonyo Noynoy Aquino (P-Noy) Mar Roxas Leni Robredo ang lahat para pahirapan tayo..nakoo mga... https://t.co/NsRYEDVmWm,1,Filipino
I vote mar roxas ,English
Para sa daang matuwid,0,Filipino
"Manawagan kong Mar, Grace, Binay nga ilibre kog ticket sa EXO Planet. ???? dejokelungs",0,Filipino
"RT @mbellsonaq: VP Jejomar Binay is 'ascending,' according to Senator Juan Ponce Enrile @manila_bulletin https://t.co/Is0ERuqX5p",0,English
RT @kmbhrlynn18: Yung nangingilid na yung luha mo biglang... only binay only binay~ ??,English
#MMKSpokenWord,0,n/a
"There will always be another du30, poe, roxas and binay. But I can seriously say no one can become like Miriam.",0,English
"maam belleza world lit, maam binay gen psych, maam mendoza basic eco, maam katigbak gc1",0,n/a
sinayang lang nung friend ko boto niya. si mar roxas ba naman binoto,0,Filipino
VP Binay is expected to be here also,0,English
“Time you enjoy wasting is not wasted time.” ,English
Ang Pagbabalik Binay In Makati ,Filipino
#OnlyBinayInMakatiSanKaPa,0,n/a
Binay camp slams NEDA over poverty statistics https://t.co/U935VUG0OL | @MJcayabyabINQ,0,English
RT @News5AKSYON: Statement of Mar Roxas on the withdrawal of candidacy of Manny Roxas | @trish_roque https://t.co/NVlcWRscxN,0,English
"Tumigil tigil ka Mar Roxas ah.,",1,n/a
Binay camp condemns killing of Laguna councilor bet https://t.co/fEUqXelLar https://t.co/HYfNq5UMtm,0,English
Bakit yung mukha ni Binay di pa dinedeclare na carcinogen? Inuna niyo pa ang bacon!,1,Filipino
#Binay confirms UNA Senate slate https://t.co/769DEAxYAu @VPJojoBinay https://t.co/Uwg3yNhmMd,0,n/a
Karen Davila expresses disappointment after an Anti Duterte ad aired on ABS CBN https://t.co/kZ0z9eWJst,0,English
text BBSAVE MIRIAM,n/a
text BBEVICT BINAY,English
and send to 2366,English
P2/vote,0,English
"If nag board lang siguro si Binay noh, feel ko top snatcher sya",1,English
Is this for real? How sad that Filipinos never learned from the past-Binay the man to beat in Pulse Asia poll survey https://t.co/YKzCOx6Z9F,0,English
Maelect si Binay as President!! Woooh ??????,English
#WhatScaresMe,1,n/a
'yung nabwisit ka na kay Ema tapos sasabayan pa ng commercial ni Binay. Ay jusko. -.-  #MMKSpokenWord,1,Filipino
"Sorry but we won't vote for a womanizer/trashtalker/killer.Still, Go Grace Poe!",1,English
"Duterte, tapos Roxas? Abaa. may laban ??",0,n/a
MINALIIT NIYA ANG MGA TEACHERS. YAN SI BINAY! ONLY BINAY ONLY BINAY #NogNogHambog,1,n/a
@inquirerdotnet @Team_Inquirer another detractor. Di nyo bsta bsta mbbwi ang suorta nmin ky VP Binay #OnlyBinayUNAsaIlocos,0,English
Nasaan na yung advertisement ni binay na 'nognog' 'pandak' ganern?! hahahahahaha,1,n/a
Kahit 97% na ang supporters ni Tatay digong pagnag cheat yan si Mar Roxas ay naa. ????,1,Filipino
"[NATION] What Roxas, Poe, Binay, Duterte, Señeres are saying about PNoy's SSS veto https://t.co/ikY2WMNqCU | via GMA News",0,English
Hay Binay,1,n/a
RT TVPatrol: KILALANIN: Vice President Jejomar Binay https://t.co/f5rM68MvaX #Halalan2016 https://t.co/EwAtt7ShBc,0,English
"As of now: #Halalan2016 #Election2016 [Partial &amp; Legit]Duterte: 12,440,779Roxas: 7,163,085Poe: 7,048,479Binay:4,207,848MDS: 1,231,346",0,n/a
"Post from the future.. ""Nagpakamatay si Mar Roxas sa pamamagitan ng paglunok ng tsinelas dahil natalo sa halalan 2016.""",0,Filipino
"In a statement, Makati mayor Junjun Binay once again denies involvement in alleged bid rigging for city hall prkng bldg @rapplerdotcom",0,English
Tangina ni binay talaga ??,1,n/a
"natatawa talaga ako dun sa ano ni binay "" bakit kung sino pa yung nognog "" ??????",0,Filipino
Duterte for President and Defensor for Vice President... Why not?,0,English
MRT-Mar Roxas Tanga,1,English
@Senyora hindi na nahiya si #MarRoxas #Binay at #GracePoe dito? Pakisali narin kay #Delima https://t.co/BrzOYlM5ek,0,English
"Ngayon naman ginagamit nya ang COA reports against Roxas. Sige ba mr binay, papublic audit kayo, SABAY, kaya mo? https://t.co/T1Q9nNCiKg",0,English
@rapplerdotcom basta wag #Binay @VPJojoBinay or VP @bongbongmarcos,n/a
@MARoxas @sengracepoe,n/a
both acceptable 4me,English
#MiriamNotMarcos,n/a
@LeniRobredo,1,n/a
PUNYETA SHIT PLEASE BLOCK THAT BINAY COMMERCIAL! WALA KANG MALOLOKO DITO! UWI!,1,n/a
NET SATISFYING MASS RATING WITH BINAY IS DECREASING..,English
THAT'S GOOD-,n/a
@24OrasGMA @gmanews ,n/a
#ALDUBTheDecision,1,n/a
Businessmen mga kaharap mo Binay! Wag sila. Di mo sila maloloko..,1,Filipino
"""Nognog, pandak, pero may nagawa. Yan si Binay."" HALOS IBATO KO ANG TV KAPAG NAKIKITA KO ANG AD NA ITO. ????????????",1,n/a
Nakakatakot kung ikakampanya ng AlDub si Binay! ???? #ALDubEBTamangPanahon  https://t.co/asLktR9WrO,1,Filipino
"@JVillanueva2016 Lilinawin ko po, Wala na pong matutuluyan si Jiro kaya si Willie at Binay po ang mananagot nito. https://t.co/sX7XEHHH4y",0,Filipino
Mar Roxas is a textbook case: relatively strong academically but hopeless as a human being.,1,English
"""Pero di tulad ng iba, maraming nagawa. Yan si Binay."" AHAHAHAHAHAHAHAAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA.",1,n/a
@momblogger Am thinking more the opposite. Carpio already against. Then there's Nancy Binay amd Bam Aquino in tribunal. @indayevarona,0,English
@mrschoiiiiiiiii HAHAHA. Oo be. Sarap nga patayin ng TV kapag yung Ad ni Binay yung nalabas. Nognog. Kingiba,1,Filipino
Kung wala ang mga Guro walang mga Propesyunal! Tandaan mo yan Binay! ,Filipino
#NogNogHambog,1,n/a
"""@zxcvbell: may pasok nanaman bukas pero nakakaulol padin talaga yung ad ni binay""Nextweek pa pasukan bae. Hahaha ??",1,n/a
di makita si binay!!! ??????????,1,n/a
"@iamrejielee ahh, hahaha.. Pabago bago kasi isip ni Duterte.. Baka mmaya magback out sya, sayang yun boto na dapat kay Miriam",0,Filipino
Vice Pres.Jejomar Binay is here in Ilocos.,0,English
Pakyu BINAY,English
#ALDUBUNTOLDStories,1,n/a
vice president binay.. ,English
 PSYTinikSaDibdib | #PushAwardsKathNiels,0,n/a
"Si Mar Roxas walang pinagkaiba kay Binay eh. Duterte please lang, ikaw na lang pag-asa namin.",0,Filipino
Leni Robredo is expectedly the overwhelming choice in Camarines Sur but Roxas &amp; Poe are tight for President. https://t.co/KFb4tTi5VN,0,English
