text,label,language
ay in fair andaming promises ni ha parang ang unlad na nyan ng pinas after like super,0,Filipino
ms monsod obviously is not happy with the frontrunners she also criticized shes prolly or,0,English
tinuligsa ng kampo ni tinuligsa ng kampo ni presidenet ang programang,0,Filipino
ituloy ang daang matuwid hahaha mala lng eh no,0,Filipino
says he recommended the creation of blood money body in during his term as pres adviser on ofw concerns,0,English
news slams efforts to defame his family via manila standard,0,English
pabebe ng tvc ni koya bh siya daw ilaw bh flashlight pala,1,Filipino
good news leads the unofficial vote tally as per bad news spotted the second rank,0,English
watch my new vlog warns gov personnel against buying votes for lp,0,English
watch to give benefits scrap income tax for the poor by,0,English
surprisingly mahusay fighter hindi pang debate sobra sa pagbenta ng sarili sinungaling,1,Filipino
stands on stool so that he can be seen during una is program in malaban binan laguna,0,English
ganoon na lang ang takot nilang manalo si bakit kaya till the end,0,Filipino
can use davao for this debate but he did not and on the other hand makati and daang matuwid shits,0,English
puro naman dito sa makati syempre,0,Filipino
mga nakaiiritang commercial she isda one magic sarap yung sabay na pagsasalita ng girl sa kfc at only,0,English
damn masakit na nga sa mata masakit pa utak,1,Filipino
nognog pandak laki sa hirap made out with hotdog is the nastiest skank bitch have ever met do not trust her she is,1,English
mapapawalang bisa ba ng isang amasamang biro lahat ng nagawa ni does it make and better than him,1,Filipino
yan si political ad ruins my recreation moment while watching tv utang na loob naman,1,English
bakit si umaapak nalang ng iba para mapansin dami naman niyang achievements bakit di nalang yun ikampanya niya,0,Filipino
has visited provinces and has only been to one metro manila,0,English
of course we asked all of them so far we have spoken to waiting for,0,English
when you someone who is voting for barf,1,English
may nognog nanaman sa commercial ni,0,Filipino
it is pretty alarming that gained high votes on some pres surveys please do not let him win di na kailangan ijustify,0,English
pero kung ang layunin ng pamilya sa kasong ito ay para tigilan ko sila sa aking pag uusig nagkakamali sila,0,Filipino
me to and,0,English
okay just saw my year old self sa tv ad ni,1,English
lahat ng schools na nag mock survey wasak si percent lmao pag yan nanalo pa,1,English
let is not forget history we cant move on with out learning it is lessons we will repeat it,0,English
after days of ground campaigning we have been rewarded with converts and still counting,0,English
baligtarin natin kabayan ang survey sino sa mga kandidato ang hinding hindi mo iboboto retweet if sec,1,Filipino
tanggalin mo lahat ng macho talk ni malalaman mong wala naman talaga siyang sinasabi,1,Filipino
do not forget the mayor from ghostbusters sigh cant it take instead,0,English
new witness vs in corruption hearing via inquirer,0,English
nag review ako hanggang tapos basa ulit pag gising then stuck sa jeep ng mins dahil kay tapos wala palang klase shit lang,1,Filipino
ayaw natin ng gobernong manhid mga batang ginagapang ang kanilang edukasyon,0,Filipino
dismissed makati mayor sinampahan ng bagong plunder complaint sa office of the ombudsman ny,0,English
and always remember the ten commandments of god th thou shall not kill th thou shall not steal,0,English
in good health to finish day campaign,0,English
dapat may pagkain trabaho makapag aral at walang namamatay sa kahirapan,1,Filipino
oh eh di ikaw na nognog pandak laki sa hirap corrupt sinungaling kawatan only you only,1,English
am honestly scared of what would happen if ever becomes the he is serious threat to our democracy,0,English
coa to ongpin where is boy scout is share in alphaland makati joint venture politiko,0,English
honestly di ko trip yung tanong kahit isko pa yan or si yung itatanong do not ask someone question that you cannot reword right,0,English
robot ka ba hindi ka napapagod ah kaya idol ka eh,0,English
kailangan tumakbo ni walang kwenta yang na yan sa tingin ko senyora tutulad yan kay pnoy na walang ginawa,1,Filipino
is desperate in general alam na nya na talo sya kaya ng bwisit na lang,1,English
naku naku naku pag nagalit sa yo si inang kalikasan maguho yan maging goodbye,1,Filipino
enrile announces he will campaign for sino pa bang magtutulungan kundi kayo kayong mga corrupt din,1,English
whahahaha mismong katandem na ni ang nagpapahiwatig na di mananalo si thank you lord,0,Filipino
does that mean kung every minutes naririnig ko campaign ni sa radyo magiging minutes na lang yun,0,English
so what if is an atheist she still has good plans for our country than those god fearing mofo is though,1,English
nakakairita yung campaign ad ni wala akong pake kung pandak ka pero masyado kang paawa pls hahaha,1,Filipino
is camp insisted that those were part of the black propaganda against him so it was his then mean lol,1,English
still has the highest distrust and disapproval ratings grabe ang media,1,English
na lang so there will be reversal of roles of who will corrupt and who will go to jail punyeta,1,English
iamrinaroen kung ayaw nyo kay wag nyo iboto hindi kayo dinidiktahan ni gusto nya si may problema kayo,0,Filipino
kahit anong issue ngayon for sure titirahin si kasi nanguna nanaman go lang sir,1,Filipino
at first thought it was is making to attack the admin due to recent events my conclusion it was his making,1,English
distributes relief goods in cabagan isabela via,0,English
hindi mo ba ako kilala tinulungan kita ako ni hindi nga kita makita lol,1,Filipino
malaki ang pinagkaiba ni kay si nognog si,0,Filipino
toni ano ang katangian niyo kung kaya dapat kayong maging big winner nognog pandak at laki sa hirap,0,Filipino
jollibee treat from woooooh,0,English
pesos for ang cheap ng vote buying dito sa dasmari as cavite tpos bu bully ka pa ng mga nka dilaw sa loob ng precinct pwe,1,Filipino
para sa labanan sa pagkaalkalde sa makati sa darating eleksyon sa ilalim ng una iprinoklama si rep bilang kanilang pambato,0,Filipino
bittermo kay may past ba kayo,0,Filipino
bat ganon ang weird ng itsura ni,1,Filipino
kung may anti ad dapat may anti ad anti ad anti ad at anti ad para fair,1,English
kabahan na kayo and,0,Filipino
looool at hahahaha eh ikaw pet ka ba ni sayang blinock mo ko agad,1,English
fixed ad peru if si nag make ani way sec abot us ang ka trending ani kay abs cbn largo sumbong us lol,0,English
promises end of poverty unemployment says he will continu good projects such as ps,0,English
biglang naging yung screen sa ustream,0,Filipino
putik nanakinis bakit mas maraming boto si kaysa kay,1,Filipino
most of the mexicans hate enrique pena nieto he is like there in mexico corrupt,1,English
so far puro lng nmn accusation ang binabato ky wla pa nmn napapatunayan,0,English
kapag epal talaga ang daling makita yung tingin ni dinaig pa si kristeta,1,English
apat na inggitero meanwhile justices carpio de castro brion and voted that,1,English
to no tax your ass,1,English
is leading im not suprised but im wondering about the spot of nd cant believed it,0,English
iyak na,1,Filipino
is not part of this current administration,0,English
inamin ni na paminsan minsan sumasakit ang tuhod niya at umaatake ang hyperacidity,0,Filipino
nakakadismayang makita si na kulelat sa mga survey at nakakainis na pangalawa si,1,Filipino
in iloilo do not accept set decision that is qualified to run presidency is sacred,0,English
areng si paawa,1,Filipino
kairita yung ad ni para siyang babaeng nagpapatama sa social media,1,Filipino
na ka na ba yung kahit alam mong wala ng pag asa di ka pa rin sumusuko,0,Filipino
ayan napatunayan ng di nandaya ang ang layo ni kay masyado makahusga oh shut up na lang kayo,1,Filipino
palyu ka from to,1,English
local news to do not use case as an excuse to run via sunstar,0,English
exactly manang mana kay,1,English
belies crowd at sinulog booed,0,English
puta wala talagang kwenta patutsada ni pati si karen,1,Filipino
but although has point he also forgets that he is still part of the current administration as the,0,English
just admit it is joke was shit wtf to for siding with is pikon is father did not do shit rip sir is shit,1,English
no stage here in bgy balayan so standing on chairs to give speech via,0,English
ang mga lalakeng manloloko parang si yan may ebidensya na nga hindi parin yan aamin sa kasalanan nila,1,Filipino
what really happened between alfred romualdez and yolanda,0,English
jun steps down as mayor of makati as he waits ca is decision on tro,0,English
si naman napaka init ng dugo kay pati si sinabihan ng manahimik daw bruhh napaghahalataang desperado manalo ah,1,Filipino
matapos mag batuhan ng putik sina at biglang dumating si,1,Filipino
nangakong tutulungan ang nakakulong na anak ng katukayo via gma news,0,Filipino
takes swipe at,0,English
darating daw si mamaya how true,0,English
ito si nognog pandak laki sa hirap honest si tularan si,0,Filipino
approves of presidential bid says he won endorse,0,English
reading articles on the call for unity reminded myself why am not for,0,English
si expected na number kasi andaming fans pero over,0,English
today is editorial cebuanos shamed more than,0,English
ca junking of junjun bid expected says spokesman,0,English
claims he has always supported and will continue the ps thinks liar to say he was against it before via,0,English
taena lt si kathryn pala inc pero kay siya hahahaha,1,Filipino
wag ka kumanta hindi ka nmn pinoy only,0,English
witness aspillaga gave damaging testimony against dra,0,English
me mommy nakita ko si kanina mommy oo nga dapat nagpapicture ka mommy walang dahilan para magpapicture ako hahahaha,1,Filipino
kaya naman pala anlakas ng loob ni,1,English
not part of welcome party for apec summit,0,English
di ako natutuwa sa pambu bully nila kay hays they always judged him by his looks lalu na yung pic na,0,English
says bullet carrier has to take responsibility this and more on target blank,0,English
etong si dinadamay ako sa pagka nognog niya,1,Filipino
maroxas investment natin ang ps sa ating mga kababayan,0,Filipino
kahit di ko gawain pumila ako ng hrs sa comelec kahapon para lang maiboto si,0,Filipino
ppcrv presidential candidate results partial as of,0,English
nakakastress tong pagmumuka ni leche,1,Filipino
ang tagal mag percent mahirap maging kampante baka kapag natulog ako at paggising kinabukasan si pala yung panalo,0,Filipino
tanginang to gumawa ng traffic sa olongapo putangina,1,Filipino
witness aspillaga gave damaging testimony against dra,0,English
grabe yung ibang fans porket inendorse lang ni dj si ayaw na nila kay dj yung totoo fans ba talaga kayo,1,English
hits disrespect for women rape is no laughing matter,0,English
is political ads,0,English
kakacommercial lang commercial uli hustisya sa pagbayad ng cable puro napapanuod namin eh hahahahaha,1,Filipino
kay what you see is what you get results oriented na klaseng pamamahala ang aasahan natin,0,English
voter protests after receipt showed instead of via nagsugod na,0,English
wala kang magagawa pnoy pag mananalo man si di mo hawak ang ulo ng mga botante,1,Filipino
wala akong pake kay,0,Filipino
how was able to buy three properties even as young and poor law student via,0,English
selfish act and insensitivity of thinking just for his own benefit not the filipino people yuck,1,English
puro si nakikita ko sa nf ko,0,Filipino
dear hindi ako nagkamali sa ating minute encounter talagang di ka pwedeng presidente ever all the more am,0,Filipino
sarap basagin ng tv tuwing nakikita ko commercial ni,1,Filipino
nation was once endorsed by inc,0,English
the standard headlines tuesday amrt stalls sws poll proves voting base growing,0,English
walang sawang pagsuporta kay sen sya ang ating presidente hindi nya tayo pababayaan sa kahit anumang sakuna,0,Filipino
nation what se eres are saying about pnoy is sss veto via gma news,0,English
tumakbo si dahil galit sya kay di nya alam mas lalong mananalo si dahil sa ginawa nya,0,Filipino
walang tutumbas sa maga nagawa ni sa bansa,0,Filipino
grabe mrt pumasok ako ng kamukha ko si alden pag labas ko kamukha ko na si,1,Filipino
yung ang layo ng agwat ni at,0,Filipino
other personalities now leaving welfareville compound in mandulong city,0,English
walang namatay sa osmak ng dahil sa hirap walang kwenta mga doctor at nurses mo dun ang tataray pa,1,Filipino
honestly gusto ko talaga si sa una pero it changed nung cnb nya na si alden daw ang gusto nya magportray ng lifestory nya the hell,1,Filipino
badtrip yung commercial ni palong palo eh pakitang tao,1,English
retweeted inquirer group ombudsman statement aimed at palace,0,English
hindi lang sa takloban si din ang mag aangat satin sa kahirapan,0,Filipino
what is with is paid advertisement argumentum ad misericordiam really lol so funny idk what to feel,1,English
puro at laman ng news feed ko,0,English
desperate poor you,1,English
kapag narinig nyo ang only ito lang ang masasabi ko buksan ang ilaw hihi,1,Filipino
anog pinagsasabi mong matuwid na pilipino pwede ba shut up na lang,1,Filipino
wag niyo lang iboto si at at happy na ako kung sino magiging presidente sa kanilang dalawa,0,Filipino
or cannot decide,0,English
here is what has to say about,0,English
maniwala ako kay na walang tax mga sweldo,0,Filipino
ang annoying ng tvc ni,1,Filipino
if you want to prevent presidency then is wasted vote game theory,0,English
mapa mapa kid pena wala akong iboboto di ako maka bili ng pagkain harang kayo hayop,1,Filipino
utas na sa nabasa ko sa fb hahahaha winawalangya talaga si,1,Filipino
said lot of things though but the audience were really tough and so he gave up,0,English
it will have another people power if win,0,English
still mum on performance at pilipinas debates,1,English
and over unbelievable,1,English
yung mga kaibigan ko iboboto pero medyo may doubt pa ko kay wew,1,Filipino
my this coming election no other than,0,English
dati nognog pandak laki sa hirap ngayon only only,1,Filipino
team welcomes in pasay that is dr lito the opposition is mayoralty candidate joyceilas,0,English
omg buti hindi si,0,Filipino
naiinis talaga ako sa tvc nito ni ka arte psh,1,Filipino
if is running then is running tangina ang hirap mamili hahahaha,0,English
sumakit ulo ko sa tvc ni,1,Filipino
oh well too bad for it seems it is and might catch up,0,English
galing ako sa mahirap kaya alam ko kung paano maging mahirap,0,Filipino
what is happening and company desperado ng manalo,1,English
mas may silbi pa si wengweng kesa kay if you think about it,1,English
kakauwi lang ni mama kinilig daw sya sa shakehands nila ni jusko,1,Filipino
may pa ba tayo early last year pa nag iikot si para mangampanya ah tsk,1,English
kahit sino naman ilagay niyo sa pwesto kahit ok gawin nila wala din naman kayong magand,0,Filipino
all three should be disqualified,1,English
mama hindi ko binoto si si binoto ko si ang ko me napaka loyal mo naman kay,0,Filipino
don need ofw vote,1,English
sayang if we do not rally for unified cause for democracy,0,English
is family has one who is perpetually disqualified they need the ignorant to vote for them,0,English
ang hirap kasi sa iba just to go up they need to put others down how sad go,0,English
wag si and they represent political dynasties and other ills of our present political structure,1,English
srsly sisihin daw ba ang administration ngayon eh parte nmn sya nito you are still the fyi,1,English
have no trust with,1,English
maling gamitin ang bata pero wag selective the ad was similar with acs ad am not voting,0,English
manny pacquiao leads senate bets of una party source via inquirer,0,English
till the end wag kayo maniwala sa survey na yan pulse asia isa pa yan baka next week si na nangunguna,0,Filipino
anong relasyon ng teacher sa pamumuno pala to wla ka sa posisyon na yan kung hndi ka naturuan ng teacher mo,1,Filipino
if and his minions win goodbye philippines,1,English
may mahihirap pa rin sa makati may mahihirap sa lahat ng panig,0,Filipino
what are they afraid of gt no show in presidential debate in cebu,0,English
ok so bautista is for guanzon is for who is for and the rest commission for not on elections,0,English
presidentiable at the marriott hotel for the philippine business conference,0,English
the question is not whether is bad but whether he will be badder via,1,English
what learned in elections,0,English
annoying,1,English
san juan is for,0,English
hindi kami magsasawa kay pe wag kami,0,Filipino
ano di naman paramihan ng advertisement to,0,English
nognog ung mga taong laging sinisisi sa mga kasalanang di naman nila ginawa commercial ni,0,Filipino
ang mukha ni diring diri pa normal na nangyayari yan sa tubig kapag nabasa nahahalata ang tunay mong kulay,1,Filipino
we can read in her face,0,English
my newly recruited volunteers,0,English
corrupt sino bang pulitiko ang hindi ang alam lng eh magmalinis hahahaha panget lang nung ad nya sa tv,1,Filipino
invites for unity to beat wtf desperate moves bitch accept the fact that your losing,1,English
what is with only all about,0,English
socially relevant to mga pakyu mas importante to diyan sa vs obama niyo mamaya magtatanong ulit ako pakingshet,1,Filipino
and is owning these it is brilliant strategy to get the sympathy of the poor the less educated the powerless,0,English
hays kawawa naman sila kase kahit salitang respeto hindi nila alam,1,English
si lang ang kailangan ng pilinas dahil siya lang ang may solusyon sa kahirapan,0,Filipino
everytime na nakikita ko yung commercial ni was like bitch please wag mo kong lokohin,1,English
blinded by ambition,0,English
aquino admin promised much but delivered very little ports airports infra to support arriving tourists not built,0,English
agree on this critique incompetence dishonesty massive,1,English
hahaha napamura ako sunod sunod kasalanan to ni hahahaha,1,Filipino
duh we already know your intention regarding inc is issue,1,English
hello daw sabi ni,0,English
may bago na namang commercial campaign si nakaka badtrip na,1,English
had his glasses made earlier,0,English
guys text everyone is our best chance the only tandem against dictatorship and revisionism please,0,English
kaya pala nagkakagulo dito sa sm nandito si tatay ng friend namin huhu at pic,0,Filipino
fails to calm nervous investors,0,English
what he did in makati was theft job creation that what know and can do said,1,English
as,1,English
my ghaddd bakit pangalawa si im expecting as nd placer well maybe the powers from cheating really works,1,English
is not asking he is mocking declaring and judging poor thumbs down,1,English
mga kandidatong pasok sa opisyal na balota for una,0,Filipino
ako ay kumandidato dahil alam kong ako ay mananalo,0,Filipino
watched interviewed by mike enriquez and mel tiangco corrupt and outright lying convincing crazy,1,English
is on the lead percent is percent as of now,0,English
malaking kagaguhan ang alam nitong si para makakuha lang ng boto nang uuto lang yan,1,Filipino
wag sanang pakalat kalat mga dutertards sa social media kung jejemon kayong mag type bwahawhawhawhawhawhawhaw,1,Filipino
bat mo nilabasa ang shot ko waaah thank you forever mwaaa,0,Filipino
bakit kamukha ni kuya mark yung anak ni,0,Filipino
nation at the pcci presidentiable forum via gma news,0,English
is probably the most misunderstood most bashed most belittled leader we ve had,1,English
pagiging guest candiate ni sen ralph recto sa kampo nina sen at walang epekto sa lp via,0,Filipino
si lang ang kayang magpaliwanag ng platapormang malinaw pa sa sikat ng araw yung ibang kandidato nagpapanggap lang na may alam,0,Filipino
watching but that ad is really sickening,1,English
is healthy because he has ample exercise how can you not have enough exercise when you ve been counting billions of pesos,0,English
it should be vs agree or not fuck you and tards,1,English
fight for decency mong utut kingina ka kung ang pagkadisente ay katulad mo well ibahin mo kami sa iyo,1,Filipino
so ayan na pumangalawa na si sa ranking malay nmn ntin diba na sa ntitirang oras dun pala magaganap ang dayaan oh well padin,1,Filipino
has anomaly has anomaly has anomaly has her brave ways guided intellectually,1,English
lawyer belies claim says he has list of is submitted docs ang hirap sa kanila pag di nagustuhan di nila papansinin,0,English
do not back down if he wants everyone to be united against make concede not you please,0,English
pussya hindi ko tangap na pangalawa si tangap ko pa kung si yan,1,Filipino
si na ang susunod nating presidente para sa tuloy tuloy na pagbabago,0,Filipino
kinikilig ka na sa otwol tapos biglang commercial ni at after pu eta lamunin na kayo ng lupa mga demonyo kayo panira ng gabi,1,Filipino
condemns syndicates behind laglag bala extortion,0,English
racism on is tvc ayweh,1,English
the question is not whether is bad but whether he will be badder via,1,English
bagay si kay,1,Filipino
wait what happened to querubin and did not you say is violence was not the way anyare,0,English
di mo rin maintindihan karamihan sa mga quote poem accounts dito eh minsan minsan minsan nanyo ano ba talaga,1,Filipino
ganito ka desperado si noy aquino takot makulong kung hindi manalo ang kanyang manok na talunan na si,1,Filipino
bakit si ayaw pumunta di lang kasi boo abutin niya go,1,Filipino
video and other officials attend the unveiling of the memorial for the victims of http,0,English
tbh at this point as long as and do not win am prolly okay love my country but shit wala na eh wala,1,English
well for me ah mas okay si than you know why kasi mas madami syang nagawa kesa kay oo nagnakaw cla pero,1,English
and where everyone rich or poor partakes of the fruit of yhe development we attained by working together,0,English
puro ka sakita paninira ang alam psh,1,Filipino
napaka inosente tignan ni habang si halatang corrupt,1,English
it is statement of desperation to,0,English
marunong po ako manglaba mamalengke at mamlantsa dad edi mag apply ka sa bahay namin kulang kami ng kasambahay,0,Filipino
liberal party takot at galit kay dahil tumataas sa survey livestream,0,English
do not vote for he is trapo and corrupt do not vote for she is an american citizen and inexperienced,1,English
go atleast you are on the nd place,0,English
hate but lets just stop mocking his skin color please lang,1,English
am petitioning an edsa people power if wins swear to god my will is for the truth,1,English
wag nyo na ring iboti si lito lapid kase masha shade din ang name ni may dayaan talaga,1,English
businessworld travel ban imposed on jr via,0,English
mas madami pang nag vote kay tsaka kay kesa kay jusme naman,1,English
ayon kay wala daw mali sa anti tv ad naging mtrcb pa nman din tas walang mali sagot mo,1,English
says he fears possible cheating on may with reports of vcms showing name during testing via,0,English
at the end of the day tayo ang may pinagsamahan hindi kayo ni sen ni former sec ni hindi sila one call away,0,English
do not us,1,English
rep after all the name calling nognog pandak sino ba may napaaral sino ba may napagamot sino ba may nagawa na,0,English
ung mga makabinay diyan tawagin niyong nognog si lol,1,Filipino
stress ako magwatch news sabi ke bwal tumangap ng any form of gift pwe atlis un regalo ikaw puro pag nanakaw lang,1,Filipino
confirms inclusion of guest candidates in una senate slate read,0,English
hellooo ka diba bakit makati pa din nasa advertisement mo ano ba tatakbuhin mo sa or mayor,1,Filipino
ang lasting peace makakamit kung matutuunan natin ang kahirapan na naglipana sa inyong lugar,0,Filipino
and candidates in order of my preference srsly uray sinno basta not or hahaha,1,English
simple note to sec sir sana po ginamit nyo ang impluwensya nyo popularidad at posisyon na,0,Filipino
the presidency is not soap opera that would run for years drama cannot run the country,1,English
nobody else but,0,English
worst advertisement yong nognog no,1,English
si mag yrs ng pero selling point sa pangangampanya makati pa rin wla bang nagawang marangal as no biopic,1,Filipino
eye rolls at kris using govt equip for campaigning is rape joke is controversy is citizenship issue,1,English
new year wish end of vindictiveness and selective justice in gov issues new year,0,English
kainis sa mga boboto kila at,1,Filipino
will not allow that will win this race want or,0,English
mayor is the leading presidential candidate he can handle the toughest questions,0,English
am pro pero nagkakaroon lang kasi ng false analogy wherein if you will vote for bobo ka if you will be for matalino,1,English
am not into or what but really people just because the media and other politicians has something to,0,English
jollibee para kay ay joke,0,Filipino
the time has come for and pnoy to think about whether to stick their guns or endorse for,0,English
handang matalo it means wala ka tlgng lbn dapatbinay para maayos ang bansa maliit utak ms malaki pa noo mo,1,Filipino
paki forward nga ito sa office of the baka from cebu to baguio makarating ang boo kay,1,Filipino
kahit hindi na po si ang manalo wag lang din masaya na kaming mga pilipino,0,Filipino
from to how much do you hate your ex with means you despise your ex,1,English
blinded by ambition,1,English
oo nga bakit ayaw pa pong mag concede ni,0,Filipino
alam kung saan nabibili ang droga sa davao at makati sasamahan pa daw kayo hahaha ang tindi mo,0,Filipino
gpl and are all attacking but hardly hear them attacking each other why the concerted effort to destroy,0,English
nognog is paid advertisement is annoying,1,English
si daw ay kasabwat ni si daw ay mandaraya ng vcm lahat ay black propaganda si ay tuta ni,1,Filipino
what do you think of the chance encounter of and in cebu mother in law switch to,1,English
para kang si mahilig manira ng kapwa ayy oopss,1,Filipino
dahil bday ni ngayon namigay daw ito ng wheelchairs bago na rin ang kanyang slogan kay lulumpuhin ka habambuhay,0,Filipino
endorsing trump is like endorsing so bye bye mackie,1,English
on delayed ppp there was too much analysis that resulted to paralysis,0,English
has as much personality and charisma as the slippers korina sanchez gives to underprivileged youth,0,English
muntanga si at,1,English
si puro paawa hahahaga,1,Filipino
investors wary of win eiu,0,English
kulay ng mga,1,Filipino
on hindi niyo masisindak ito,0,English
sa meeting ng,0,Filipino
si laging trending xd,0,English
daang matuwid pwede ding daang matraffic or daang makalat yung totoo,1,English
nation bats for gov transparency via gma news,0,English
mahirap naman talaga si mahirap paaminin na nakaw ang yaman niya,1,Filipino
remembrance,0,English
pag nanalo ba si may rated pa ba,0,English
quing ina talaga yung ad ni no,1,Filipino
wag lang si then guess we are good,0,English
no to,0,English
would not vote for dute rte pero basta wag lang si or please lang,1,English
sana ang mga teachers pumunta kay para walang klase,0,Filipino
on the trail where did he go what did he do,0,English
only daw hahahaha kaya ayokong nanonood ng tv ang daming di magagandang tanawin,0,Filipino
really mag usap tayo so boy abunda peg mo diyan,1,Filipino
to woo vote rich cavite via gma news,0,English
totoo ba natatakot si kasi may possibility na si ang maging,0,Filipino
di natin kailangan ng pangulo na nagtatago tulad nung mamasapano,1,Filipino
would have asked when can excuses be abuses and what legal premises can one hanker avoiding prosecution like is this hard,0,English
di pa ako naka decide but not,0,Filipino
hindi ba talaga ititigil ung political ad ni mawalang galang na po ako ang nahihiya sa sobrang kapal nyo,1,Filipino
ca junks junjun is petition vs nd suspension order,0,English
annoying tv commercial of,1,English
sana if ever na manalo si or bigyan nila ng posisyon ung isa isa pte si,0,Filipino
read up the truth about yolanda and wish everyone would stop buying kringkring is dad is bullshit,1,English
and kahit sino sa kanila ang maging presidente if ikaw hindi ka magbabago wala din,0,Filipino
delay in construction of houses for yolanda victims not fault of nha but dbm which has not released funds via,0,English
pakyu sila hahaha kahit may nalang wag,1,English
votes went to in vcm testing lawyer via this is so alarming comelec ayusin nyo pls,0,English
nakakapagtaka yung kay akala ko ang labanan eh bakit ganun,0,Filipino
is getting so desperate hope he gets heart attack or stroke,1,English
if won let is see his performance,0,English
at nd place,0,English
selfie with hahahahaha,0,English
nakakabwisit yung commercial ni na nognog at pandak sya bakit hndi mo pa dinagdagang corrupt ka,1,Filipino
for past campaigns spent pm only,0,English
to kick off campaign in mandaluyong,0,English
hindi po kami threatened kay sec at korina kami po namimigay ng rosaryo cell phone atbp walang wala po ang,0,English
boobito lang panong teritoryo mo yan eh na boo ka nga dyan at talo ka dyan nung charoterong,1,Filipino
wawa naman si sunog na nga ginisa pa,0,Filipino
walang arte at nag kakamay tatak pilipino talaga si,0,English
fans got disappointed of how dumb is who would drink water in plate,1,English
tayo ay nangangarap ng gobyerno na hindi manhid palpak at kapos sa pagkalinga sa mahihirap,1,Filipino
hahahaha foul,0,English
cries foul over inquirer report on alleged dummy bank accounts,0,English
lp black ops vs ibinunyag via brigada news philippines,0,English
so basically in this new advert of they want to imply that poor people are all nognogs shet nognog ako quingina mo,1,English
court defers hearing,0,English
what desperate move fight like man tss,1,English
when and llamanzares did not see him coming,0,English
if wants to salvage what is left of the campaign he should stop talking for starters,0,English
yung mga di daw bobo to kay shut up nalang wag daw kayong magmarunong,1,Filipino
inuna ang bayan bago sarili staying abroad with hefty salary was the easier option but chose to serve,0,English
effin hate seeing ad on tv daang matuwid your face,1,English
is coming to town sige pag meet mos provincial officials sa amung province pareho man mo mga,0,English
thing is you are framing the race between and which is not the reality on the ground,0,English
there must be sanctity of contracts onerous contracts must be exposed but there must be due proce,0,English
back on top falls points to nd manila bulletin,0,English
commercial nanaman antayin ko si,0,English
when will the most bitter of them all reach out also,1,English
wag lang si at talaga,0,Filipino
watch how solves an uncomfortable situation read,0,English
ewan ko sayo sa tse,1,Filipino
if or will not win the election the change is too far fetched to reach everyone will be ambivalent of this nation is future,0,English
nag concede na ayon kay una comm head joey salgado,0,English
leave mayor alone ohana means family,0,English
nognog tapos black na yung background kahit di sya nagpakita sa ad na yun na,1,Filipino
desperate moved also accompanies his daughter in singing on stage,1,English
ramdam ko ang pagkauhaw ng bawat pilipino sa pagbabago,0,Filipino
may bagong commercial si saan kaya galing ang pera niya sa bulsa niya sa bulsa natin,0,Filipino
on panic mode,0,English
yung mga nababayaran ni para iboto nakakababa ng tingin nababayaran pala pagkatao niyo,1,Filipino
kahit may issues si nakakatuwa pa din kasi,0,English
if is disqualified some are saying there will be people poewer no do not think so but there will be poetic justice,0,English
to visit lando victims in isabela province today,0,English
ginagamit mo pa yung diyos kang hayop ka magpanggap kayo sa impyerno ni at,1,Filipino
wala akong itutulak lulunukin ko nalang ang mandate ng tao,0,Filipino
abangan next week mmk ep tungkol kay at asawang si korina sanchez,0,English
also now that ariana is think this is mandate that should leave office,0,English
in new ad tells voters huwag magpaloko sa eleksyon,0,English
time will come karma will strike you down,1,English
nakakainis yung bagong commercial ni marroxas pwede bang bago ka manira ng kapwa mo kandidato ee ipakita mo muna mga nagawa mo,1,Filipino
is expected to be here also,0,English
pnoy tuwid na daan bubulagta ka sa daan namigay ng limang daan inc hinarangan ang daan walang madaanan,0,Filipino
si pnoy haharap daw sa senado pabor si ikaw nga nognog di pa humaharap kahit ilang beses inimbitahan,1,Filipino
that radio ad of on taxes tanga lang maniniwala dun,1,English
may nagawa naman si wag kayong masyadong mainit haha,1,Filipino
thought that anti commercial from abs cbn was just normal commercial until they used children mean thats not cool bruh,0,English
sonny iv nabasa nyo po ba ito ginoong ano po may sasaabi nyo dito madam,0,English
what more can you ask from he knows what he is doing yes to,1,English
camp pinalagan nega tv ads ng lp pinalagan ng kampo ni at united nationalist alliance,1,English
pa reserve daw ng seat si sa vip section please she is looking forward to seeing naman,0,English
don need ofw vote,0,English
is striving so hard to dodge away with the senate inquiry against his corruption stint with an overwhelming evidence tsk,1,English
did just call lourd de veyra lords,0,English
dapat laging bukas ang ilaw nakakaoffend ka na ha,0,Filipino
sobrang fail nung analogy ni nancy re sa family of politicians at family of doctors,1,English
si ganito ganyan nagawa sa makati bumalik na lang siya sa makati at dun naman pala siya pinaka productive,0,Filipino
is in vsu,0,English
is coward he will not own up to his sins,1,English
gusto mo matry magdroga lapitan mo si sasamahan ka pa nga niyang bumili eh,0,Filipino
ano daw pinag kaiba ni at si nognog si hahahaha havey na havey sakin,1,English
nakakaurat commercial ni ha,1,English
kasama mo kami sa bawat laban mo kahit saan at kahit kailan only,0,Filipino
if you are against then iappreciate mo nalang si poging dj and ignore,0,English
mas masakit yung mas mataas pa votes nila at kay just cant,0,English
sometimes look for funny posts on facebook to have good laugh sometimes wait for that ad to air and have an even better laugh,0,English
karl na hater si sir ba hahahaha,0,English
sorry kay na ang boto ko eh ikaw kasi papalit palit ng desisyon,0,Filipino
