text,label,language
misunderstood her ignorance showing,1,English
stop accusing elitism nature pol system candidates elitists,1,English
hit rape serious crime joke,1,English
obvious win losing hope haha far votes,0,English
nag quote batman gumamit emilio aguinaldo puro pakitang tao filipino forever yan totohanan,0,Filipino
wealth highest jump he became,0,English
badtrip tong buset,1,English
pagbabago bayan boto ibibigay sya karapat umupo,0,Filipino
pulse despite gains approval trust rating still highest disapproval distrust ratings maliw,1,English
investors wary win eiu news,0,English
nabuking nang kawatan amlc report serious accusation international repercussions,1,English
news lawyer asks sc remove manila standard,0,English
paid journalist brazen hatchet job vs disgrace journalism manila times online,0,English
news denies hand anti,0,English
puro valentines amp,0,English
bagito public service pambato photo twitter,0,English
solid taga batangas,0,Filipino
nd mamaya aabante yan ikaunang pwesto,1,Filipino
confirm daw po tinanong kanina inindorso daw siya ampatuan daw gago,1,Filipino
sigurado goldilocks cake his,0,English
let won your,0,English
pantay unang puwesto pagka presidente survey,0,Filipino
everytime pinapalabas yung tanginaaaaa napapa yuck isaaaaaa pota,1,Filipino
go stop laughing,1,English
yung feeling natatakot kang matulog baka kase gising mo biglang nanalo,1,Filipino
tibay apog dinamay name dyos ndi daw xa nag kickback hate you,1,English
magsawa hndi mag sasawa,0,Filipino
naaawa pinaggagagawa nya buhay naranasan ring desperado bitay sakin ina,1,Filipino
kausap taxi driver iboboto nya daw tapos siniraan tahimik hahahahaha matanda,1,Filipino
go ikaw sagot pagbabago kaginhawaan pilipinas,0,Filipino
saw him shook hands far,0,English
daily tribune headlines saturday sc erred abandoning condonation case agreement,0,English
pinatay yung chairman movement dynasties jusko pi,1,English
two gentlemen wouldj posted mike planas facebook,0,English
victorious tignan natin kalang mandaya shut,1,English
idk strong urge break whenever advertisement appear pucha,1,English
congratulations gardo versoza you made my shit list tirso cruz iii gardo versoza,1,English
yung nababayaran iboto nakakababa tingin nababayaran pagkatao niyo,0,Filipino
limlingan tells ca dummy firms originally owned mercado read,0,English
puro kasawa,1,Filipino
kapayapaan pilipinas magagawa yan mindanao buong pilipinas,0,Filipino
senate probe findings plunder sun son,0,English
nang prof dati polsci daw yan huli ayaw man maniwala sakanya political analyst yun eh,0,Filipino
positive note relieve himself stress demands people seem ungrateful his sacrifices,0,English
making sick you desperate dont wanna post anything you you really getting my nerves,1,English
you cant deny fact cant answer allegations they true,0,English
ngayong jollibee kutsara tinidor nagkakamay haha,1,Filipino
talagang nag iisa nakakatakot pagdumami juskopo,1,Filipino
also boasts barangay capts palompon bgys receive pm pm budget he mayor,0,English
show her independence here andnot allow association lp drag her,0,English
sc asked oust bsp tempo,0,English
criticize his corruption charges trapo moves his obvious thirst power his skin color,1,English
ulul san uusap pabebe animal,1,Filipino
misleading nitong new infomercial ha kukuha pondo magdodonate sya kaban nya,1,Filipino
allegations backfire accusers news,0,English
nd iv insertion due kalikutan pagtulog kasalanan pnoy eh sila slu,1,Filipino
everytime things automatically he done past six years parang,1,English
kapal mukha construction workers ofws steal bank accounts explanation,1,English
raw nagpapaaral nagpapagamot raw pera mo ginagamit,0,Filipino
nyo talagang corruption pilipinas fuck you taong boboto,1,Filipino
top spender half billion pesos spent he said came friends cronyism making,1,English
sign ala hollywood rises banaue rice terraces news,0,English
puro meriam newsfeed elbow hahaa,0,Filipino
patunayan pagkakamali harapin sila punto por punto family one law,0,Filipino
langya matanggap votes,1,Filipino
eh nman iendorse dj eh iendorse mo daming satsat haha,1,Filipino
struggle making positive editorial cartoon real,1,English
let us beyond continued progress stability better yet,0,English
nakakatawa yung interview korina sanchez liwanag kadiliman labanan ikaw yung evil,1,Filipino
pagkamayin mo magtataka yung tao eh one us mentality,1,Filipino
ganyan pangakog napapako,0,English
hate bully wanted wehehehe yung totoo pwero biro po,1,English
judge story his life,0,English
nov probinsyano saw tolentino,0,English
putin russia entourage vs bsp tangna pabebe,1,English
next nah dont even deserve spot,1,English
rank ugh,1,Filipino
nagflash yung linyang pinatunayan nognog etc ate pinatunayan nognog maitim sakin,1,Filipino
tvc he done eh buong bansa diba puro bina brag mo,0,English
sinusuportahan simple dala plataporma buong bansa,0,Filipino
secretary cleaners,0,English
burn baka kakulay mo,0,Filipino
nandito kainis,1,Filipino
backs budget hike dzrh news,0,English
fiasco aside destroying eventually giving hell break headlines,0,English
hoy mahiya kulay balat mo dpat sumali sali election nkkahiya kalang,1,Filipino
yung totoo pacquiao pagsuporta,1,Filipino
breaking calls sen meet him unity looming dictatorship,1,English
counted votes vs,0,English
yung pwe,1,English
oo paulit ulit,1,Filipino
way yung charmlessness yung charm ya eh,0,English
whether they check least pumayag icheck yung accounts nya,0,English
want your world full,0,English
vetoing php increase sss pensioners means zero chance become,0,English
political respect response rape remark clarifies iligan city news,0,English
payag kau dto papatayin yang,0,English
people ask my answered fans good choice huh fans jan matatalo yan,0,English
dont bash dj supporting thats his decision let,0,English
pucha nasa nd man,1,Filipino
good one cringes interview,0,English
moment she accepted offer lost my respect her she sold herself yellow demons,0,English
next admin push revised individual corporate rates,0,English
dami issue halatang ayaw patakbuhin eh,0,Filipino
parin matter hahaha,0,English
sayang binasa manlang yung victory speech nya hehe,0,English
kayong karapatang siraan nyo alam nagawa niya bayan kayong,0,Filipino
malaya headlines tuesday still leads ties hardly bothered,0,English
mabulaklak pananalita nakatago sungay buntot tinidor,1,Filipino
hate rd list,1,English
sobrang nakakapanghinayang indecisive kasi kelan tumakbo eh,0,Filipino
nmn hamak ms leadership skill yun ung kailngan hndi pisikal labanan,0,Filipino
rin gets sinasabi,0,Filipino
andito hinunangan chos namn ibobola mo samin,1,Filipino
ikaw panayam unang bahagi,0,English
nako papagupit buhok nanalo kupal siya padin,1,Filipino
lesser evil he really good man choose him huge difference,0,English
you give way deserving qualified,0,English
romualdezes supporting day top stories target blank,0,English
cheapened unity inviting unity daw perpetual division,0,English
sorry stupid nitong he wants fight poverty daw corruption,1,English
maintindihan bat,0,English
top pakiexplain,1,English
sila rin naalala last week sakay taxi nakausap,1,Filipino
kicked her city hall office,0,English
gov exhausted means save ofw life,0,English
took exam result,0,English
kakandidato kasi nadisqualify dami daming problema pilipinas yun dahilan niya,1,Filipino
bulag bingi desperado kayo dictador kayo,1,Filipino
sees nothing wrong meeting,0,English
admits pnp him mamasapano incident live,0,English
dumbest mistakes he never forget even jail,1,English
asked improve economy he elected said he push economic charter change amend provisions foreign ownership,0,English
nakainsulto less earners gimmick inuuto break kasali,1,Filipino
yung twitter account dyan mamayang gabi pm lalabas official hashtag mitingdeavance mayor,1,English
here plan healthcare read,0,English
huuuwaw epal mo rin huwaaw ikaw,1,Filipino
handa kayong presidente sarap untugin,1,Filipino
kaka agit sagot nagserve,1,Filipino
yung kina nag,0,English
nagtataka siya kina castigate eh siya kadudaduda hay naku,1,Filipino
wow eh kutis babae sayo eh sing itim budhi mo yang kulay mo peg,1,Filipino
lungkot hahaha,1,Filipino
advertisement,0,English
king ina mo sayo nako haha,1,Filipino
magtigil mo puro nognog,1,Filipino
washes hands tatad case vs akong kinalaman,0,English
you email com email,0,English
fvr tinitingalang public servant kapusobrigade,0,English
sorties show crowd shots,0,English
leche kairita,1,Filipino
next season sina maglalaban next year charot,0,English
badtrip naririnig mo campaign,0,Filipino
here cebu earlier afternoon,0,English
making people doubt mos anti crime corruption drive,0,English
camp pinoys rate themselves poor aquino admin,0,English
kakarume hilig mo manira ayaw mangampanya eh,1,Filipino
bayaran hinding iboboto sila trapo buset,1,Filipino
karen davila call you yah he subukan sumama ikot,0,Filipino
camp fears year dole poor used bankroll lp candidates,0,English
dictating she prime example hypocrisy ayaw nyo dictador diba lmfao,1,English
feel concedes still fighting lp created mess they fix clear lead,0,English
areal story behind dynasty ask makate os they really moved made magic,0,English
okay,0,Filipino
run beat ratings,0,English
you never heard concerned welfare others atypical him,1,English
tatakbo baka mahati yung tapos yung mananalo ohh nooo,1,English
tapos yung nasa pacific mall meron mall ha,0,Filipino
naturingan graduate daw wharton parang mangmang niya,1,Filipino
mo maloloko,1,Filipino
trot andaming maling decisions platform haays parang mananalo,0,Filipino
pm results,0,English
sayang yung plano pangarap buhay mawawala revolution,0,Filipino
tangina nung pulis puta sumbong kita lolo,1,Filipino
quick dismiss fears cheating philippine elections claims cheated,0,English
uyy nanaman nazareno pinasyal nanaman,1,Filipino
he said he open co developing spratleys china similar view taken sc crowning,0,English
trending,0,Filipino
nawawala ata tuwid daan wait san dadalhin tuwid daan,0,Filipino
pwede tanggalin yun agad agad shame you,1,English
hahahahahahhahaah,0,Filipino
kasama paglaban kahirapan,0,Filipino
nauna gamitin traffic situation parte kampanya ya concrete plan,0,Filipino
namimiss kita kainis,0,English
vs educ someone degrade quality education,0,English
want wake tomorrow already taking lead god please,1,English
pro pissed people trying occupy lane,1,English
stood humanity consistency democracy experimental solution,0,English
ayaw mag concede eh rin susuko alam bagsak math hell week life,0,Filipino
abscbn worst station though mayor non stop kaumay,1,English
face comical sorry sorry,1,English
nognog pandak laki hirap gaya madaming nagawa yan hahahahaha,1,Filipino
pwede basta basta magpasagasa tren noynoy namatay noy magiging presidente putsa,1,Filipino
mananalo dyan alam eh botante sana lord kayo pong bahala pilipinas,1,Filipino
set hold press con dagupan city debate university pangasinan,0,English
sen ikaw presidente anong manyare magsasawang sumuporta inyo,0,Filipino
lp political affairs chair erice denies admin behind mysterious pinning alleged corruption,0,English
gising natin presidente,0,Filipino
re last tweet she knows asked her oh guy talking recall,0,English
pagiisahin bayan puwede bang ipaliwanag husto,0,English
kulay mo,1,English
pitikin betlog weh sige devilsmile,1,Filipino
vows liberalize scholarship grants,0,English
everyone around rooting firm my decision cause regret,0,English
nabwibwiset psh,1,Filipino
motto fake you rip philippines wins,1,English
daang matuwid roro rising please include regions votes transmitted,0,English
omg,0,English
denies rumors he kidney ailment,0,English
ikaw panayam ikatlong bahagi,0,English
pakyu mapagpanggap itsura dick yan maitim yan,1,English
power god bless,0,English
mixed sentiments news,0,English
underestimate his capabilities he better,0,English
new sws poll followed tied still leads breaks away,0,English
eto bwiset,1,Filipino
pasok balota brigada news philippines,0,English
nation partly blame mrt woes news,0,English
sorry mo magagamit dj tumaas boto mo ine endorse dj,0,Filipino
ca dismisses junjun petition ombudsman suspension order ny,0,English
called news saying he need votes ofws fake news actually blog masquerading news,0,English
nabasa hahah laugh trip anong pinagkaiba nog nog,1,Filipino
wtf lol lafftrip,1,Filipino
waiting view issue hahaha,0,English
nagaya wtf hahahahahaaha,0,Filipino
sinong iboboto mo masabihan pamilya niya talikuran pagka amerikano itutuloy,1,Filipino
phone hello guanzi,1,English
news pangako niya buong bansa niya fuck you us you corrupt pig,1,Filipino
go,0,English
show sees poor isalaula ex friend claims politiko,1,English
pota eh namang problema gobyerno yung tanim bala scheme eh kaninong problema yun huehue,1,Filipino
god sight camp elections expect game changing events,0,English
guess netizens world tolentino romualdezes attending yolanda commemoration,0,English
filipino wake you scared coz,0,English
sana makabuluhan punta mo nakakapagod napakainit th,0,Filipino
followers aware also airing anti super hate abias yun pinapanood,1,English
still fact power,0,English
becomes philippine,1,English
paalala imbey tanong corruption daw syang tinatago gets nyo,0,Filipino
ibang tao hilig magpalusot mali dati bawal nambully security guard sumisiksik,1,Filipino
graft raps ordered vs jr accused his term,0,English
nakaka buwiset yung tono pagsalita,1,Filipino
hala hahaha,1,Filipino
trishia vball,0,English
marunong maglaba marunong mamalengke marunong mamlantsa magkatulong pre,0,Filipino
nakaraang taon umunlad buhay naiwan milyong pilipino lubog kahirapan,0,Filipino
wow maka diyan baka one negro you,1,Filipino
tho he obviously corrupt person tf wrong people,1,English
pinagmamalaki ah,0,Filipino
siguradong magagawang pagbabago mahihirap,0,Filipino
hassle matataas sila wew,1,Filipino
kupal kapal mo,1,English
nagbigay panayam ngayong araw itinanggi pres cong toby tiangco paratang morales,0,Filipino
insert name here natin itutuloy daang matuwid non sequitur,1,Filipino
good luck,0,English
face palm,1,English
sakit mata panoorin nitong,1,Filipino
watch he tried prevent presidency,0,English
running running tangina hirap mamili,0,English
sen provision constitution defines executive agreement,0,English
people power win,1,English
eh duturte vs tuloy dami kc drama tatakbo,1,English
tuwad daan kakairita nyo pwe,1,Filipino
trust continues shame constitution part government,1,English
parang person hahaha,0,English
nakikita naririnig ramdam ramdam pagkauhaw paghahangad ninyo makabuluhang pagbabago,0,Filipino
sc spokesperson atty ted te reads judgment court regarding case junjun,0,English
nagbitiw po siya hudcc secretary he resign mahiya karen,1,English
mukang mahirap,1,Filipino
nagkagulo kanina munai lanao del norte matapos mabuking pandaraya ibinoto,0,Filipino
toni katangian niyo kayong big winner nognog pandak laki hirap haha,0,Filipino
wish lie detector test well giving you my botd yet working though,0,English
tanggap eh,1,Filipino
pabor death penalty pabor,0,Filipino
darkness brgy forbes park sandro your daddy jun jun appears mo kilala,1,English
rep name calling nognog pandak yung napagamot napaaral nagawa,0,English
mag back ayaw sayo filipino ambisyosong palpak,1,Filipino
seen here aatf complex imus cavite,0,English
putangina katagal matapos election results uy gsto matapos nabbwisit dhl knya nbabash kathniel,1,Filipino
end ruined bigtime,0,English
zoned hahahahahaaaardd,0,English
refuses accept defeat race even though whole already talking moving forward,0,English
siguro nagboo lp sinulog kasi talo go,1,Filipino
counting machine pcos machine presidente,1,Filipino
ina andolong difficult situation headline news live cnn phi,0,English
senatorial ex saf chief getulio nape,0,English
bares conspiracy bet air negative vs election day nears,0,English
govt looming everyone desperate apparently she read writing wall,0,English
issue monitoring weak,0,English
pre,0,English
kayo naaalala kayo dawming jyung jyung,0,English
mo pinili kasi disente sya pinili mo sya kasi binayaran indorsement diba shut,1,Filipino
shocks villanueva count parang nung kulelat survey kabog actual votes,1,English
bumulong uy mahina kaso samantalahin natin,1,English
bang iinit kulay nasa bahay,0,Filipino
regine velasquez alcasid,0,English
biskan please,0,English
half senate slate guest candidates,0,English
here go,0,English
playing dirty trick,0,English
naglalaban ayun nanalo,0,Filipino
hypocrite wtf,1,English
bagong san galing pinambayad mo pu etang,1,English
naabsorb un pinagsasabi duriam sorry hahahahaha,0,English
perimeter security elements ps delivered his speech,0,English
ayalas gaaah haha,1,English
imho undecideds suddenly woke found their new chosen option worse,0,English
daw presidente hahaha mo kameng ululin please,1,Filipino
jusko,1,Filipino
tangina kang sinagot,1,Filipino
kasi parang mukang pakitang tao maramdaman sinseredad,1,Filipino
magrarally hahaha kayong pinag kaiba peste kayo bwahahaha,1,Filipino
gp,0,English
copy jr hold departure order issued sandiganbayan,0,English
ulol gaya gaya kaylan kaming pake mo durian ok,1,English
many plans even copy plans good friends here sen,0,English
pakyu impossible,1,English
offer you air anti political cost you accept reject end,0,English
solid,0,English
nognog yan siya handang tumulong sakuna,0,Filipino
pres aquino pres visit lando hit areas,0,English
ouch growing ilocano speaking family pronunciation good lol,0,English
pinadi disqualify pinapakulong tas kini question yung kalusugan hays kalaban,1,Filipino
graft raps ordered vs jr accused his term read,0,English
kaumay yung team nognog ganyan mababankrupt kojik,1,Filipino
dahilan delay kasy rin nababaling katalaga kupal,1,Filipino
one convinced whatever,0,English
mag ingay mamatay hahahahah,1,English
even follow simple rule pwe,1,English
numbers dont improve he might well go back senate adopt lesser evil,1,English
presidency massive infra program given primary attention allow companies compete regionally,0,English
maayo never never handang mag hintay alam nyang tlaga pwede,0,Filipino
bets ready wrong bash interview,0,English
manalo,1,English
friends nognog pandak laki hirap madaming nagawa hahahahahaha ah,0,Filipino
pshr time laki improvement lol taas paa naka gets,0,English
sale choose,0,English
mo ipagkakatiwala bansa babangon meron namang years nang naglilingkod bayan,1,Filipino
ofc omb affirmed criminal charges mayor jun mkti carpark project,0,English
anna you wanna build snowman wouldi function yan sagutin yan angelica,0,English
things she learned campaign trail,0,English
veto yan mababawasan yung pondo sss gagamitin kampanya buwaya,1,Filipino
fears arepeat polls cheating,1,English
apparently talking yung katunggali debate pagkakatiwaalaan nyo yung marunong magmaneho,0,Filipino
nang tulugan toooo baka mapunta yung momentum mahirap,1,Filipino
yung batang bagay jusko,1,Filipino
must integrity fail love fail respect law fail,1,English
my way nation,0,English
grateful win,0,English
yesterday philippines needs change today philippines needs learn lesson daang matuwid roro rising,0,English
hahahha bat cut timing pah,0,English
camp ombudsman order vs junjun calculated attack,0,English
natatawa advertisement hahaha nonog pandak lol,1,Filipino
ready excellent education experience decades public service,1,English
lul ikaw nognog kame,1,Filipino
dami pera huuu,1,English
yun puro magagandang salita siguro maririnig students,0,Filipino
plays nanay whispers pwet mo gago,1,English
pagsakay airplane fuck lol sumasakit ulo pr mo,1,Filipino
daw hoy mo akong gawin bobo san mo kukunin yung pang gawa tulay daan kwento mo hahahaha,1,Filipino
focap root cause insurgency poverty sen cut roots,0,English
word war camps candidates rages,0,English
nung pormal inannounce tatakbo syang presidente eleksyon daming batikos takot ung kalaban,0,Filipino
supporters claiming won debate watch debate alternate universe even made sense him,0,English
camp cheaters remind you enough info,1,English
gaming strong haha,0,English
le ame quote hndi nagpapa awa sisiga siga pupunuan mali itatama,0,Filipino
andami drama hahaha putang ina tong ha good,1,Filipino
washes hands tatad case vs,0,English
talks mom law hails magaling,0,English
trabaho daw syang drama aba eh rin namang boto hehe,1,English
yes fight greed corruption violence harassment obscenity,0,English
first time voter voted,0,English
kulilat ata kayo ha hahahaha karma bitch,1,English
papaniwalaang nag buying po voted pls count,1,English
king inang political yan,1,Filipino
pangulo ishare mo tao within mins magkakaron sobre kang,1,Filipino
she nt done anything tangible phl jst banking name drama roxasrobredo way,1,English
pangulo share mo within mins mag kakaron php totoo nag karon,0,Filipino
got percent approval rating last quarter nine percentage points higher percent he got september,0,English
bang problema nyong pu kayo inaano kayo letse kayong pruweba,1,Filipino
biz con aquino admin promised much delivered little,0,English
nakakatakot ata second kesa first rumors true mamaya magkakahimala,0,Filipino
taga alam maypagbabago ag sya nanalo,0,Filipino
controversial today temporarily stepping mayor junjun shows,0,English
users tweets rts days made trending topic philippines,0,English
san maka oh paki check finger nyo kaayo lol,1,Filipino
yung anak kapitbahay naming kamukha nancy parang pinupunit yero yung boses punyeta kayo,1,Filipino
lss yan ewan nalng hahahaha,0,Filipino
rapper gloc draws flak performing rallies entertainment news,0,English
nako moderator debates alam puro pabor yan haha,1,Filipino
inis inis domain range tapos lilitaw yun ps,1,Filipino
wait he endorse last year pres he goes ignores his comrade,0,English
pro anti im pro good thing he leading polls certainly doubt he win,0,English
bet immediately rejected administration standard bearer call unity talks,1,English
comes one privileged families he grandson manuel,0,English
letche gisundan gyud nag watch ug pba naa gihapon kurimaw labayon ug bola pariha nahitabo ky koring,1,Filipino
my cousins best they worse,1,English
investors wary win eiu,1,English
paolo world shattering he believe baste leaving paolo asked desperately baste replied,0,English
business club endorsed half his demolition job,0,English
unite dun talagang takot,1,English
akong pake,1,Filipino
kainis bobo,1,Filipino
marunong po akong maglaba mamalantsa po iyan trabaho presidente charot,0,Filipino
alam daming problema bansa natin alam niyo papabayaang atras,0,Filipino
end needs give tayong botante,0,English
breaking news nawawala bayag natataranta po sya pnoy tumutulong maghanap fyi mahirap hanapin,1,Filipino
pipiliin manalo kesa,0,Filipino
vcm inside novotel cubao owned lord pls stop them cheating,1,English
plunder words plunder plans,0,English
daang matuwid,0,English
remember population natin million pesos puro kasi pera nasa isip,1,Filipino
gaisano sinehan calendar diary,0,English
plith staphh believe evwey word utter gah sorry,1,English
kilala tatakbong kandidato pagkapangulo kilalanin,0,Filipino
iboboto hahaha sakit ulo give sign huehue,1,Filipino
dynasties let karma take,1,English
hurt sen,0,English
manny pacquiao said he criminals evil doers bible he he joins binays camp,1,English
hala noh really running uh oh,0,English
presidente pinas dis she started lie she prevail lie,1,English
galing public speaking ever she win bagay siya tourism sect,0,Filipino
nabother nikwequestion hacienda chuchubels nowhere everywhere,0,Filipino
nag kadayaan lanao del norte yung votes nasa resibo,1,Filipino
really tough questions nagrequest pang ibahin rules nananakot gpl papicture lng,1,English
palpable aspiring leaders show early campaign buti,0,English
gaano desperada ganun kayo ulol niyo cheaters never win,1,English
pagdinig graft case mrs ipinagpaliban,0,Filipino
tatakbo pagka presidente sana firm siya desisyon niya hirap,0,Filipino
yes ma utter words wake his son death back,0,English
calls umaangkas dswd,0,Filipino
serbisyong pampubliko pinaghihintay pinagsisikapang maisaayos,0,Filipino
everything happens reason commented yet conceding wait complete count,0,English
standard update rtc issues warrant arrest sen connection libel suit,0,English
never known corruption crusader even his friend,1,English
shut,1,English
reason chose ness he sick nognog he wants someone charot,1,English
want watch nae nae way,1,English
kurap mahirap ipagpapatuloy daang matuwid years,0,Filipino
mysteriously silent subject corruption notice program his curbs,0,English
really se ora sta ez,1,English
calls unity call sign desperation,1,English
badtrip yun commercia,1,Filipino
binays ever daming issue pamiyang yan political dynasty nakaw pera bayan,1,English
pm leading nir negros island region,0,English
trying hard win coz his next hacienda bilibid prison together junior his wife others,1,English
oy bumi peg,0,Filipino
pulse percent percent percent percent,0,English
sinusuportahan love rin siya,0,Filipino
mananalo siya inendorso counting machine tangina,1,Filipino
ancalerts learned elections,0,English
voted sen natural born filipino justices carpio de castro brion sen nancy,0,English
kita etc nilipat lipat nd avenue nandun kapa rin pinatigil mo yung mo baka iboto kita,0,Filipino
damage sorry apologizes uplb students erroneous stories,1,English
yes govenment secret service sprinkled magic vetsin halaka either lol,0,English
watch presscon lp asks meeting unite looming,0,English
iwanan team,0,English
high time need amend constitution attuned times anymore,0,English
putangina sirain everytime lumalabas hmp,1,Filipino
go though voter,0,English
full video answers questions los os students ha,1,English
kaming nakitang daang matuwid yolanda,0,Filipino
crocodile meat lunch family amon joel,0,English
umaga gabi dilim,1,Filipino
dutirty manalo nang traffic kandidato nyo,1,English
iif win seen continue reforms different story,0,English
local news ps program started arroyo administration sunstar,0,English
aquino block cost million votes waiting inside pcos machines,0,English
naiirita talagang naka zoom eh sobrang laki face niya ew,1,Filipino
itinanggi kinalaman housing backlog taon yolanda,0,Filipino
yes us,1,English
buti nognog tahimik unlike pathetic,1,English
hahahahaa,0,English
magician,1,English
classic narcissist sya magaling pwe,1,English
boy abunda kinausap mahilig magaya yun kaibigan usap tyo,0,Filipino
ah yes irony attack originated camp suffering,0,English
thanks concern health,0,English
ca dismisses junjun petition ombudsman suspension order ny,0,English
ayan oral arguments sen trust siya kandidato pnoy,0,Filipino
ayan ayan dyan magaling pg pagnanakaw mo pinaguusapan naglalaho ulol kang maloloko,1,Filipino
bagong siya kumukuha pera,1,Filipino
court full blown trial suit vs critics necessary,0,English
yellow army stop us fight pagbabago end,0,English
assignation plan pnoy mayor wins,0,English
nakaka goodvibes komersyal boset bwahaha,0,English
sen anti yatang ipinakita totoo,1,English
least yung ibang maliit maitim nabuhay hirap nagnakaw corrupt sinungaling,1,Filipino
karma bigger bitch you bitch beware,1,English
resignation aquino cabinet hurt case ofw joselito,0,English
lulubog lilitaw tong trend parang siya nong yolanda saf times,1,Filipino
namang patalastas anyaman niyo po niyo po kukunin pambayad utang loob,1,Filipino
masama grabe kayo,1,Filipino
daming alam nananlo percent balik nyan pagnanalo sya siguro,0,Filipino
breaking news mo kelan open minded business usap seen pm,0,English
lp twits hinaba prusisyon kulungan bagsak manila spokesman lib,0,English
aminin halata bias istasyon kina kina,1,Filipino
good job mrs still best us,1,English
camp amlc ipakita totoong report bise presidente hinamon kampo,0,Filipino
correction sinong,1,English
itinanggi kinalaman housing backlog taon yolanda bandera,0,Filipino
wait oo alam mayor inaasahan nasa huli lam,0,Filipino
ikauunlad inang bayan siya nagmamalasakit,0,Filipino
year,0,English
you corrupt end story,1,English
care losses you keep your your your they win still davao end,0,English
torn oh wait failed register,0,English
nakakabuwisit nakikinig ung patalastas niya nakakabuwisit mananalo gago,1,Filipino
approved,0,English
hits back calling him incompetent former interior secretary news,1,English
pinaka oa,1,Filipino
overheard please confirm korina his miting de avance speech last night,0,English
hala oy lumalaban,1,Filipino
whoever voted my last tweet clearly influence drugs,1,English
you they mahati kina they rather,0,English
pwedeng bumuto lot reasons,0,English
nognog pandak magnanakaw yan hahahaha hard,1,English
nakaka bad vibes yung pandak nognog thingy bwisit,1,English
buhay,0,Filipino
new post yolanda images break my heart you want,0,English
sleeves working wtf styled you,0,English
nakakapang init ulo yung buti puro text bg nilagyan visuals yun alam lol,1,Filipino
kanina haha,1,Filipino
malaca solve laglag bala mo might well laglag,0,English
mananalo shut,1,Filipino
akala makaka score uplb ewan,1,Filipino
kudos really questionable second highest spot,0,English
bata daw sya iniwan nanay namatay nya kasi sila pera pampagamot,0,Filipino
pangulo ishare mo tao within mins magkakaron sobre kang,0,Filipino
kasi tie tas ikaw bumuboto sayo nakasalalay pagbabago bansa,0,Filipino
big mistake presidente pilipinas,0,Filipino
usec mlq friends respond way allegations corruption maybe forgot omb indie,1,English
po day today pong ganon po agad maniwala salamat po,0,Filipino
atrasan lousy give way,1,English
nakakagago ung paid advertisement nognog pandak dagdagan mo corrupt dulo buwayaers,1,Filipino
omg baka maabutan niya yung million,1,Filipino
apology raises questions answers real post,0,English
go long due deserve jail change life they enjoying,1,English
buti kayo nakabili cubao nbs nakakarating meron cover,0,Filipino
running running tangina hirap mamili,0,English
calls himself pasay event que horror kilabutan siya,1,English
totoo sinasabi makakarinig ganitong reklamo,0,Filipino
stands coco levy issue answer closet enveloping interest danding poejuangco ate,1,English
irritating,1,English
shut ayaw nyo manahimik kayo kayo pakialam sya iniendorso,1,Filipino
number pinaka latest survey dadami bobotante elections,1,Filipino
ayaw patulan hamon sec,0,English
nothing wrong chance meeting,0,English
you supporters desperate eh you scared gonna win let dds ye,1,English
nahaharap panibagong plunder case,0,English
people still believe everything shoots his liar mouth,1,English
inviting thief your home let alert man,1,English
next project ikaw dzmm next wednesday hihihihi,0,English
wrong nakakatakot buong bayan pupulutin kangkungan nagkataon,1,Filipino
rich made him his family rich confuse two,1,English
bias halata namang kampi tinitira kalaban nababansagang,1,Filipino
ayoko negro lola hala racist hahahahaha,1,Filipino
puro nasa timeline,0,English
putangina ate pumila malamang binoto puro pasarap buhay alam tangina,1,Filipino
camp lying,0,English
sumagot siya senado siyang choice kundi sagutin niya yan korte vi,0,Filipino
nakawan pera laging sabit pangalan sent pm hk philrem,0,English
gretchen wieners philippine politics,1,English
dami haters hahah,0,English
pagpupursigi pagtiya tiyaga nakaahon kahirapan ikaw aahon karukhaan,0,Filipino
totoo palang pupunta ub,0,English
ayan yang political nakakabwisit annoying nakaka hsgsjsbshshs yung,1,English
grabe tlg tumira mayor pra tuloy lng,0,Filipino
led systematic plunder he power criminal act he hero dudirty,1,English
daang matuwid roro rising done everything god step wat,0,English
yung nakakainis,1,Filipino
display pettiness bullying unmask lie behind claim acting leadership good governance,0,English
magdagdag gastusin pera mabago buhay,0,Filipino
papalitan daw pangalan mrt transit,0,Filipino
debates problema po palagi implementation gobyerno oh anong mo years,1,Filipino
sen friday accused malaca camps candidates manuel,0,English
dear resposibilidad niyo problema niyo,0,Filipino
nanaman magkano kinikita jim paredes,1,English
tapos ituloy natin disente maunlad bukas inang bayan,0,Filipino
watch senate resumes probe corruption allegations vs livestream,0,English
new post yolanda images break my heart you want,0,English
pnoy you failed address needs miserably,1,English
yung kasama maka tapos maka pinagtutulungan,0,Filipino
desperate tuwid daan baluktot kelangan pagbabago,1,Filipino
guess expert politicians fat pockets personal experience his alleged corruption issues,0,English
wtf watch snapchat anong kabadingan yun,1,English
consistent lp pagbash,1,Filipino
laglag bala must one operational functional agency naia puro siga sila,0,English
sinabayan kabobohan state calamity emergency dame nabulok relief goods medcns,0,Filipino
fair andaming promises ha parang unlad nyan pinas super,0,Filipino
ms monsod obviously frontrunners she also criticized shes prolly,0,English
tinuligsa kampo tinuligsa kampo presidenet programang,0,Filipino
ituloy daang matuwid hahaha mala lng eh,0,Filipino
he recommended creation blood money body his term pres adviser ofw concerns,0,English
news slams efforts defame his family manila standard,0,English
