text,label,0.5
"Nakakabuwisit si Binay, pag nakikinig ko ung patalastas niya sa TV nakakabuwisit! Hindi ka mananalo gago ka!",1,Filipino
@1rgcruz A Binay-approved candidate,0,English
Kahit sino na sakanila basta wag lang si roxas at duterte,0,n/a
Roxas hits back at Duterte calling him 'incompetent': Former Interior Secretary Mar Roxas has c... https://t.co/pN292FBxzg (via GMA News),1,English
hahaha kawawang Mar Roxas di sinagot ni VP Binay #PiliPinasDebates2016,1,n/a
GAGO SI TYLER? GAGO SI DUTERTE! Kung kailan malapit na #Halalan2016 NAGKAKALAT #PHVoteDuterte! He's going DOWN till #PHVotePoe WINS! #PHVote,1,n/a
Nya demenem i Binay a nyaaa huhu ????,0,n/a
@stnhpgmd pinaka-oa ang binay ads,1,Filipino
"Overheard, please confirm: Mar Roxas did not thank Korina in his Miting De Avance speech last night? #ShowBizNews #Halalan2016",0,English
hala ka oy! lumalaban si Grace Poe.,1,Filipino
SI MAR ROXAS? LETSE YUN!,1,n/a
@rizzamaeampil yan si binay ??????,0,n/a
Whoever voted for Binay in my last tweet is clearly under the influence of drugs,1,English
"You know why they didn't vote for #MDS2016 ? Para hindi mahati ang vote ni duterte kina roxas, poe or duterte. They'd rather have du30.",0,English
"Pwedeng iyong bumuto kay Miriam, Poe, Roxas, Binay, at Duterte .. VP nila si Leni! For a lot of reasons! #LeniTheRealVP #LabanLeni",0,English
"""Nognog. Pandak. Magnanakaw. Yan si Binay."" - P Hahahaha hard ??",1,English
"Nakaka-bad vibes talaga yung ""pandak, nognog thingy"" ni Binay. Bwisit talaga.",1,English
@taftkid114 kay binay may buhay??,0,Filipino
These new post-Yolanda Mar Roxas images break my heart. You want to know why? —... https://t.co/wbTpcxTu8d,0,English
Sandiganbayan allows ex-Makati Vice Mayor Ernesto Mercado to testify on Elenita Binay's graft case. | via @carolyn_bonquin,0,n/a
"HEADLINE: Grace Poe, binasted si Mar Roxas! #Duterte2016 #Poe2022 https://t.co/hYagkHpkEB",0,n/a
"Poe, the sleeves are not working. Wtf. Who styled you? #POE2016 #PiliPinasDebates2016",0,English
Nakakapang-init ng ulo yung commercial ni Binay.  Buti na lang puro text. Over black BG. Kung nilagyan ng visuals yun - di ko na alam. Lol.,1,Filipino
Kanina pangalawa si grace poe. Ngayon si mar roxas na haha tsk tsk????,1,Filipino
"@cesdrilon If Malacañang can't solve this laglag-bala MO, might as well laglag- Mar Roxas sa May 2016 #PHVote",0,English
"Mar Roxas, di ka naman mananalo So SHUT UP NALANG",1,Filipino
wag nyo nman ibash yung anak ni binay,1,n/a
Akala ni Binay makaka-score sa UPLB. Ewan sa kanya.,1,Filipino
Kudos to VP Binay! It's really that questionable that Roxas has the second highest spot. ????,0,English
@cutieiramesor06 @gbayanay sabi nga ni binaY bata pa lang daw sya iniwan ng nanay(namatay) nya kasi waLa sila pera pampagamot.,0,Filipino
Napakadesperate manalo ni Mar Roxas sa pagkapresidente. Atat na atat mangurakot. Psh,1,n/a
Ang pangulo ko ay si MAR ROXAS. Ishare mo to sa 25 na tao within 30mins. at magkakaron ka ng SOBRE. Wag kang... https://t.co/HgRxNRBJrY,0,Filipino
Kasi tie si Grace at Du30 tas ikaw nalang hindi bumuboto. Kaya sayo nakasalalay ang pagbabago ng bansa. https://t.co/95V7OvmZHY,0,Filipino
#OnlyBinayWinner big mistake pag di si VP Binay  ang naging Presidente ng Pilipinas,0,Filipino
Usec MLQ3 says we all know why Binay and friends respond that way to allegations of corruption. Maybe Binay forgot OMB is indie. #PoliticsPH,1,English
Guys hindi po Binay Day today. Wala pong ganon. Wag po agad tayo maniwala. Salamat po,0,Filipino
Walang atrasan sa laban for Poe. So lousy of #Roxas2016 to think that #poe  will give way to Mar https://t.co/735n1m24zP,1,English
Nakakagago ung paid advertisement ni Binay. Nognog Pandak Dagdagan mo ng corrupt sa dulo buwayaers ka,1,Filipino
Omg pangalawa na si Mar Roxas baka maabutan pa niya yung 5 MILLION na lamang ni DUTERTE #DayaangDILAW,1,Filipino
RT @grpfallenangel: Why Rappler’s apology to Mar Roxas raises more questions than it answers - Get Real Post https://t.co/cWIgVH8Vjq,0,English
"Grabe, Nataasan na ni Poe si Roxas ?? #LENIforVP #LabanLeni ??",1,n/a
Go for it! It's been long over-due the Binay's deserve jail for a change of the life they're enjoying now. https://t.co/0RB43mlvFa,1,English
Ay  buti pa kayo nakabili sa cubao NBS walang nakakarating meron doon si binay ang cover #ALDUBSecretAdmirer https://t.co/3rulhCFLZC,0,Filipino
"Binay The Trilogy: Nognog, Pandak, Laki sa Hirap",1,n/a
GRABE NAMAN KAYO SA MGA BINAY HAHAHAHAHAHAHAHA #GGVHahaHalloween,1,n/a
"RT @jcmlambino12: If Duterte is running, then Miriam is running, tangina ang hirap mamili #Duterte2016 https://t.co/Bj4v8nSbSI",0,English
"""@inquirerdotnet: Binay calls himself ‘president’ at Pasay event  http://t.co/mQAEEPKodf | @MAgerINQ"" Que horror! Kilabutan naman siya. ??",1,English
"Binay: Kung totoo ang sinasabi ni Roxas, di tayo makakarinig ng ganitong reklamo. #BilangPilipino",0,Filipino
Where did Grace Poe stands on the Coco Levy issue??? answer: in the closet enveloping the interest of Danding Poejuangco. WAG POE ate WAG.,1,English
"That 'Only Binay' ad, why so irritating!??",1,English
"""SHUT UP"" Kung ayaw nyo kay Mar Roxas manahimik nalang kayo. Wala na kayo pakialam kung sya ang iniendorso ng... https://t.co/efX6UQvwYc",1,Filipino
"Number 1 sa pinaka-latest na survey si Vice President Jejomar Binay. Ibig sabihin, dadami na naman ang bobotante sa May elections.",1,Filipino
"VP Binay, ayaw patulan ang hamon ni Sec. Roxas https://t.co/Qo3VzNb6Ec",0,English
Chiz says nothing wrong with chance meeting with Binay https://t.co/OKnBpPX2xD,0,English
"You Roxas supporters are so desperate, eh? You scared Duterte's gonna win? Let's see on May 9. DDS is after ye ???? https://t.co/eJQ8TXabpm",1,English
https://t.co/Gi0rKrRItp Nahaharap sa panibagong plunder case si Vice President Jejomar Binay,0,English
I don't know why some people still believe in everything that Binay shoots out of his liar mouth,1,English
VP Binay is like inviting a thief into your home. Let's all be alert against that man.,1,English
"@iamkarendavila's next project, Jejomar Binay on Ikaw Na Ba on DZMM next wednesday... hihihihi ??",0,English
Wrong. Mas nakakatakot si Binay. Buong bayan pupulutin sa kangkungan pag nagkataon.  https://t.co/60c79aQJZs,1,Filipino
Binay didn't make Makati rich. Makati made him and his family rich. Don't confuse the two. #PiliPinasDebates2016,1,English
a-bias-cbn  halata namang kampi kay mar roxas at tinitira mga kalaban ni mar kaya mga nababansagang #BiasABSCBN,1,Filipino
"""Ayoko kay Binay. Negro."" -lola Hala ang racist hahahahaha",1,Filipino
"KUNG MAARTE MAN ANG TINGIN NYO KAY BINAY, IBA ANG SAAKEN",0,n/a
Pero bakit puro si vp binay nasa timeline ko? #DolceAmorePenpal,0,English
"""@ANCALERTS: Vice president gives away 'Binay' candies http://t.co/bTTKabOIZv http://t.co/Q6hOD9nRvV""  d ba bawal aga mangampanya sbi batas?",0,n/a
"Putangina ka, ate. Hindi ka pumila. Malamang si Binay binoto. Puro pasarap buhay ang alam. Tangina ka.",1,Filipino
Binay camp says Roxas is lying https://t.co/5MxrMsRRVa,0,English
Escudero kay Binay: Dapat sumagot siya sa Senado. Pero ngayon wala na siyang choice kundi sagutin niya yan sa Korte. #DZMMTeleIkawNaBa | vi…,0,Filipino
Bakit kung may nakawan ng pera laging sabit ang pangalan?    Binay sent P100M to HK via Philrem https://t.co/o8gKyWXstC via @inquirerdotnet,0,English
#SwitchtoMar #Roxas2016  https://t.co/xE2UrNEPk5,0,n/a
Mar Roxas is the Gretchen Wieners of Philippine Politics,1,English
Dami haters ni binay hahah,0,English
"Sa pagpupursigi at pagtiya-tiyaga, nakaahon si Jojo Binay sa kahirapan. Ngayon, ikaw naman ang aahon sa karukhaan.",0,Filipino
walang tao dun sa pinagsalitaan ni Binay #Bandila,0,n/a
Di nakakatuwa si mar roxas ????,0,n/a
Totoo palang pupunta si Binay sa UB #PhotoNotMine ???? https://t.co/LKpDcSuepD,0,English
Ayan na naman yang political ads nakakabwisit. Annoying ang kay Binay while nakaka HSGSJSBSHSHS yung kay Roxas #DontChatWithStrangers,1,English
ANG TRAPO NI BINAY GUSTO KONG BATUHIN YUNG TV POTEK,1,n/a
@merissandozena grabe ang tlg tumira sa Makati. Abby Binay for mayor pra tuloy lng. #OnlyBinayInMakatiSanKaPa,0,Filipino
Ferdinand Marcos led a systematic plunder of our country when he was in power this is a criminal act . He is no Hero: Binay Poe &amp; Dudirty,1,English
"I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING When u've done everything u can do, that's when God will step in &amp; do wat u can't do",0,English
Yung TV Ad ni Binay. Nakakainis! ??,1,Filipino
"Binay: ""Such display of pettiness and bullying unmask the lie behind the claim of the acting Makati leadership of good governance.""",0,English
BINAY: Kailangan magdagdag at gastusin ang pera para mabago ang ating buhay. #PiliPinasDebates2016,0,Filipino
"""Papalitan na daw pangalan ng MRT.. Mar Roxas Transit."" ?? #DZBB",0,Filipino
"Binay during the debates: ""Problema po palagi ang implementation ng gobyerno""Oh so anong ginagawa mo for 6 years, VP Binay?",1,Filipino
Sen. Alan Peter Cayetano on Friday accused Malacañang and the camps of presidential candidates Manuel “Mar” Roxas... https://t.co/ydZ5GE0L8H,0,English
"Dear Mar Roxas, resposibilidad niyo na kami kaya problema niyo 'to.  https://t.co/HU5GVyncFn",0,Filipino
Binay nanaman? Magkano kaya kinikita ni Jim Paredes mula kay Roxas? #JimMagkanoKinikitaMo #RoxasSaanGalingYamanMo  https://t.co/eRy5BLvog8,1,English
"Maniwala pa ko kay BINAY, pero si ROXAS??? ??",0,n/a
Hindi pa tapos ang ating laban. Ituloy natin ang disente at maunlad na bukas. #RoxasRobredo SA INANG BAYAN https://t.co/whwseOXy7o,0,Filipino
WATCH: Senate resumes probe on corruption allegations vs VP Binay Livestream: https://t.co/qbOnzLIvKt https://t.co/Bfj2BGcnOB,0,English
These new post-Yolanda Mar Roxas images break my heart. You want to know why? https://t.co/NkRZxuJa6A,0,English
“@ABSCBNNews: Binay at PNoy You Both failed to address OUR Needs Miserably ?? @NoToBinay2016,1,English
Yung lahat ng kasama ko maka-Binay tapos ako lang maka-Santiago.... pinagtutulungan nila ako ??????,0,Filipino
"Roxas, desperate! Walang tuwid na daan. Baluktot! Kelangan na ng pagbabago. #Eleksyon2016 #DapatTama",1,Filipino
"Guess VP Binay is an expert on politicians fat pockets. Personal experience, right? Look at all his alleged corruption issues #PoliticsPH",0,English
Wtf did i just watch on snapchat. Anong kabadingan yun binay @LawrenceCaps,1,English
@inquirerdotnet @Team_Inquirer consistent ang LP sa pagbash kay VP Binay tsk #OnlyBinayParehoTayo,1,Filipino
RT @ayeemacaraig: Binay on laglag-bala: There must be one operational functional agency in NAIA. Puro siga sila doon. #PHvote,0,English
@HugotPost Hindi. Sinabayan pa ng kabobohan ni mar roxas state of calamity na dapat emergency na! At dame nabulok na relief goods at medcns!,0,Filipino
Ay! In fair! Andaming promises ni Binay ha! Parang ang unlad na nyan ng Pinas after. Like super.,0,Filipino
"@Inq_Opinion @Team_Inquirer Ms. Monsod obviously is not happy with the frontrunners, she also criticized Grace Poe. Shes prolly Mar or Binay",0,English
4P’s tinuligsa ng kampo ni VP Binay Tinuligsa ng kampo ni Vice Presidenet Jejomar Binay ang programang... https://t.co/HW1q34ZrbT,0,Filipino
@amaranteabel13 SIGE POE? BASTA MIRIAMING KWEK KWEK WAG LANG YUNG BINAY?! HAHAHAHAHAHAHAHA ????????,1,n/a
@TyronAdao_ ituloy ang daang matuwid hahaha mala mar roxas lng eh no?,0,Filipino
"Duterte - 1,426,291 Mar - 816,699  Binay - 501,304 Miriam - 163,782 via PPCRV. Partial &amp; unofficial PH VOTE DUTERTE",0,n/a
"VP Binay says he recommended the creation of ""blood money"" body in 2012 during his term as pres'l adviser on OFW concerns | @jv_arcena",0,English
[NEWS] Binay slams efforts to defame his family  https://t.co/5fjawM3Bee | via Manila Standard,0,English
"Pabebe ng tvc ni koya binay bh3, siya daw ilaw bh3. flashlight pala e",1,Filipino
Good news: Duterte leads the unofficial vote tally as per @gmanews Bad news: Roxas spotted the second rank ?? #Election2016,0,English
Watch my new VLOG! Binay warns gov't personnel against buying votes for LP https://t.co/icQjDyyFC7 https://t.co/xkUo3QrKhI,0,English
"WATCH: 'President' Binay to give benefits, scrap income tax for the poor by @maracepeda https://t.co/5IAPwelJv2",0,English
"Poe surprisingly mahusay, MDS fighter, D30 hindi pang-debate, Mar sobra sa pagbenta ng sarili, Binay sinungaling. #PiliPinasDebates2016",1,Filipino
@lotsxxi10 @euliejoy143 @jhenquim HAHAHA :D TITO BINAY!,0,n/a
"VP Binay stands on a stool so that he can be seen during UNA's program in Malaban, Binan, Laguna @gmanewsbreaking https://t.co/RrSWQlEjYr",0,English
"Ganoon na lang ang takot nilang manalo si #Duterte2016, bakit kaya? DUTERTE TILL THE END https://t.co/Uu2mSASQq2",0,Filipino
"Duterte can use DAVAO for this debate, but he didn't. Binay and Roxas on the other hand, MAKATI &amp; DAANG MATUWID shits #PiliPinasDebates2016",0,English
RT @ChrisChanityy: @aabcdEriko @cheskamaediaz si binay atapang pag madilim kasi di kita ??,1,n/a
"puro binay naman dito sa makati ""Syempre ??""",0,Filipino
"MGA NAKAIIRITANG COMMERCIAL: 1.She ISDA one (Magic Sarap) 2.Yung sabay na pagsasalita ng 2 girl sa KFC at, 3.ONLY BINAY. #PepitoHoverboard",0,English
Damn binay masakit na nga sa mata masakit pa utak,1,Filipino
RT @hjoldr: nognog pandak laki sa hirap made out with a hotdog Binay is the nastiest skank bitch I've ever met. Do not trust her. She is a …,1,English
Mapapawalang bisa ba ng isang 'masamang biro' lahat ng nagawa ni Duterte? Does it make Mar and Binay better than him?,1,Filipino
"""yan si binay"" political ad ruins my recreation moment while watching tv. uTANG NA loob naman!",1,English
"Bakit si Mar Roxas umaapak nalang ng iba para mapansin? Dami naman niyang ""achievements"" bakit di nalang yun ikampanya niya?",0,Filipino
Mar Roxas ????,0,English
"Mar has visited 39 provinces, Binay 25, Poe 19, and Duterte 13. Miriam has only been to one: Metro Manila.... https://t.co/57gbT4DlVa",0,English
"@zenszei Of course - we asked all of them. So far, we've spoken to Binay, Poe, Roxas, waiting for Duterte ...",0,English
RT @umipigMD: Pag lumabas Ad ni Binay napapa PUTANG INA ako talga eh.,1,n/a
When you someone who's voting for Binay... *barf*,1,English
"May ""nognog"" nanaman sa commercial ni Binay ??",0,Filipino
"It's pretty alarming that binay gained high votes on some pres. surveys!! Please, don't let him win. Di na kailangan ijustify. #VoteWisely",0,English
"Trillanes: ""Pero kung ang layunin ng pamilya Binay sa kasong ito ay para tigilan ko sila sa aking pag-uusig, nagkakamali sila.""| @maracepeda",0,Filipino
ME TO MAR AND BINAY: https://t.co/U3QmxWEdjJ,0,English
Okay I just saw my 19-year old self sa TV ad ni VP Binay.. #weird ??,1,English
Lahat ng schools na nag mock survey wasak si Binay! 0.00% lmao! Pag yan nanalo pa! ?? https://t.co/TGiCL8iLHp,1,English
"@candice1972elp Let's not forget history,we CANT move on w/out learning it's lessons,we'll repeat it @senmiriam #MiriamNotMarcos @Jimparedes",0,English
"After 4 days of ground campaigning, we have been rewarded with 115 converts, and still counting. #RoxasRobredo https://t.co/SuRq7bRgcs",0,English
Baligtarin natin Kabayan ang survey. Sino sa mga kandidato ang HINDING-HINDI mo iboboto? RETWEET if Sec. MAR ROXAS,1,Filipino
"Tanggalin mo lahat ng macho talk ni Duterte, malalaman mong wala naman talaga siyang sinasabi.",1,Filipino
3 STOOGES --IS IT TRUE THESE YELLOW ABS-CBN STOOGES IN MAR ROXAS' AD ARE NOT EVEN DULY-REGISTERED VOTERS?? #3STOOGES https://t.co/cGzXh0Yy6a,1,n/a
@Aaayron don't forget the Mayor from Ghostbusters! ;-; sigh y cant it take Binay instead,0,English
New witness vs Binay in corruption hearing https://t.co/EtmUeCfOzo | via INQUIRER,0,English
Nag review ako hanggang 4. Tapos basa ulit pag gising. Then stuck sa jeep ng 40 mins dahil kay Binay. Tapos wala palang klase. Shit lang! ??,1,Filipino
"Poe: ayaw natin ng gobernong manhid, mga batang ginagapang ang kanilang edukasyon. #PiliPinasDebates2016",0,Filipino
"#UNTVRepaso2015 Dismissed Makati Mayor Binay, sinampahan ng bagong plunder complaint sa Office of the Ombudsman [18-12-2015] [NY-A1651]",0,English
BINAY and DUTERTE: Always remember the Ten Commandments of GOD! 6th: Thou Shall NOT Kill. 7th: Thou Shall NOT steal. https://t.co/MzWc1Hws0i,0,English
"KAININ KA PO SANA NG KONSENSYA MO, MAR ROXAS",1,n/a
VP Binay: I’m in good health to finish 90-day campaign https://t.co/gmpmK0VKr1 https://t.co/Zcg7J34ViU,0,English
"Binay: Dapat may pagkain, trabaho, makapag-aral at walang namamatay sa kahirapan. @PhilippineStar",1,Filipino
Oh eh di ikaw na! Nognog. Pandak. Laki sa hirap. Corrupt. Sinungaling. Kawatan. Only you - only Binay! ???????????? https://t.co/fhC4vbtStB,1,English
I'm honestly scared of what would happen if ever Duterte becomes the President. He's a serious threat to our democracy. #PHVoteRoxas,0,English
"COA to Binay, Ongpin: Where is Boy Scout's share in Alphaland Makati joint venture? - Politiko https://t.co/qH0ppNrYgJ",0,English
"Honestly, di ko trip yung tanong. Kahit Isko pa yan or si Binay yung itatanong. Don't ask someone a question that you can't reword right.",0,English
"Binay, robot ka ba?? Hindi ka napapagod ah. Kaya idol ka eh!  #OnlyBinayZambales",0,English
@Senyora Kailangan tumakbo ni Duterte! Walang kwenta yang Mar Roxas na yan! Sa tingin ko Senyora tutulad yan kay PNoy na walang ginawa,1,Filipino
@LorenaDimple60 #marroxas is desperate in general. Alam na nya na talo sya kaya ng bwisit na lang #DuterteTillTheEnd,1,English
"Naku, naku, naku. Pag nagalit sa yo si Inang Kalikasan, maguho yan... maging GOODBYE BINAY! https://t.co/rrk5cKc0FH",1,Filipino
Enrile announces he will campaign for Binay. -Sino pa bang magtutulungan kundi kayo-kayong mga corrupt din. #Halalan2016 #Eleksyon2016,1,English
Whahahaha!!! Mismong katandem na ni Mar Roxas ang nagpapahiwatig na di mananalo si Mar. Thank you Lord! https://t.co/JTAXYyavwN,0,Filipino
"Does that mean kung every 7 minutes naririnig ko campaign ni Binay sa radyo, magiging 3 minutes na lang yun?? ????? https://t.co/TypYaPFJHV",0,English
"so what if Miriam Santiago's an atheist? she still has good plans for our country than those ""God-fearing"" mofo's though",1,English
MAR ROXAS BRUHHHHHH ?? tanginuuuuh,1,n/a
Nakakairita yung campaign ad ni binay! Wala akong pake kung pandak ka pero masyado kang paawa pls hahaha,1,Filipino
"Binay's camp insisted that those were part of the 'black propaganda' against him. So, it was his, then? I mean.. lol. ??",1,English
@Beatriz8alberto @meddie26blue Binay still has the highest distrust and disapproval ratings. Grabe ang media!,1,English
"""Binay na lang, so there will be a reversal of roles of who'll corrupt and who'll go to jail."" Punyeta",1,English
"RT iamrinaroen: Kung ayaw nyo kay Mar Roxas, wag nyo iboto! Hindi kayo dinidiktahan ni Daniel. Gusto nya si Mar, may problema kayo?",0,Filipino
Kahit anong issue ngayon for sure titirahin si VP Binay kasi nanguna nanaman! Go lang sir! #OnlyBinay,1,Filipino
"@mgvtrb @interaksyon At first, i thought it was Binay's making to attack the Admin. Due to recent events, my conclusion, it was his making.",1,English
"VP Binay distributes relief goods in Cabagan, Isabela | via @jv_arcena https://t.co/LFbH4VLn7M",0,English
"""@TulangPorno: Binay: Hindi mo ba ako kilala? Tinulungan kita. Ako: Ni-hindi nga kita makita? #NogNogHambog https://t.co/8HspIxg6G0"" lol",1,Filipino
"Malaki ang pinagkaiba ni Binay kay Alma. Si Binay, Nognog. Si Alma, Moreno. ??",0,Filipino
"RT @EyaaaaRules: Toni: ""Ano ang katangian niyo kung kaya't dapat kayong maging Big Winner?""Binay: ""Nognog, pandak, at laki sa hirap.""",0,Filipino
Jollibee treat from binay. *woooooh*,0,English
#AyawSaDILAW Pati ba naman si Mar Roxas may pagka alam din sa salitang FAMEWHORE.,1,n/a
"200 pesos For Mar Roxas, ang cheap ng vote buying dito sa Dasmariñas Cavite. Tpos i bu bully ka pa ng mga nka dilaw sa loob ng precinct. Pwe",1,Filipino
"Para sa labanan sa pagkaalkalde sa Makati sa darating eleksyon, sa ilalim ng UNA, iprinoklama si Rep. Abby Binay bilang kanilang pambato.",0,Filipino
Yung bagong commercial ni Binay ??????,0,n/a
"@reianexcorpuz bittermo kay Binay, may past ba kayo???",0,Filipino
bat ganon ang weird ng itsura ni binay https://t.co/cRIP2h3xXF,1,Filipino
"Kung may Anti-Duterte Ad dapat may Anti-Roxas Ad, Anti-Poe Ad, Anti-Binay Ad at Anti-Santiago Ad para FAIR!!!",1,English
"RT @Jadngapalasir: Kabahan na kayo; Mar, Poe, &amp; Binay. #Duterte2016",0,Filipino
Looool at u hahahaha. Eh ikaw pet ka ba ni Mar Roxas? Sayang blinock mo ko agad. ?????? https://t.co/AkhtbhXVd3,1,English
https://t.co/p6voKG6BnQ FIXED ad! Peru if si DU30 nag make ani way 1 sec abot US ang ka trending ani kay ABS CBN largo sumbong US LOL,0,English
.@sukselalu @SulongRomblon @pnppio Former DILG Sec Mar Roxas visits Romblon at Biniray Festival https://t.co/siLtklkBbP,0,n/a
"Binay promises end of poverty, unemployment; says he will continu good projects such as 4Ps @PhilippineStar",0,English
Biglang naging binay yung screen sa ustream #ViceRylleStory,0,Filipino
Putik nanakinis Bakit mas maraming Boto si Roxas kaysa kay Binay #DayaangDILAW,1,Filipino
Most of the Mexicans hate President Enrique Pena Nieto (@EPN). He is like Jejomar Binay there in Mexico. Corrupt =( #APEC2015 #APEChottie,1,English
@PhilippineStar so far puro lng nmn accusation ang binabato ky Binay wla pa nmn napapatunayan. #OnlyBinayIsLove,0,English
"RT @DiKukurap: Kapag epal talaga, ang daling makita. Yung tingin ni Binay dinaig pa si Kristeta. https://t.co/0RBUXvhamw https://t.co/7fKaM…",1,English
"Apat na inggitero ! RT @ABSCBNNews: Meanwhile, Justices Carpio, De Castro, Brion and Senator Binay voted that ... https://t.co/GfFsKBf7J1",1,English
"To Binay, No tax your ass. ??????",1,English
Duterte is leading im not suprised. But im wondering about the spot of Roxas -2nd? I cant believed it.,0,English
"Ulol binay, bye.",1,n/a
TANGINA NITO NI BINAY HIRAP KAUSAP,1,n/a
Tangina puro mar roxas kaumay ka brad,1,n/a
Iyak na Mar Roxas! ??????,1,Filipino
Isn't Binay a part of this current administration? ?????? https://t.co/RqHgk5coM4,0,English
Inamin ni Binay na paminsan-minsan sumasakit ang tuhod niya at umaatake ang hyperacidity.,0,Filipino
Nakakadismayang makita si MDS na kulelat sa mga survey at nakakainis na Pangalawa si Binay.,1,Filipino
"RT @piaranada: Duterte in Iloilo: I don't accept SET decision that Grace Poe is qualified to run. Presidency is ""sacred"" #PHVote https://t.…",0,English
Areng si Binay paawa!!,1,Filipino
Puta epic mo Binay promise ??,1,n/a
kairita yung ad ni mar roxas. para siyang babaeng nagpapatama sa social media. ??,1,Filipino
2nd si mar roxas????????? ?? putangina??????????? gising ba tayo???,1,n/a
Na-Binay ka na ba @SBS_MTV yung kahit alam mong wala ng pag asa  #?? di ka pa rin  #??? sumusuko,0,Filipino
Ayan! Napatunayan ng di nandaya ang #roro. Ang layo ni #marroxas kay duterte! Masyado makahusga. Oh shut up na lang kayo! #Halalan2016,1,Filipino
@mhyienaise si Binay be,0,n/a
Palyu ka Mar Roxas! From A to Z! #NotoMarRoxas #Elections2016  #Eleksyon2016,1,English
[LOCAL NEWS] Escudero to Duterte: ‘Don't use Poe’s case as an excuse to run’ https://t.co/8s6H4BrqBm | via SunStar,0,English
Exactly! Manang mana kay Binay! #NoToBinayEVER https://t.co/Qm93fEkqqO,1,English
Honasan belies crowd at Sinulog booed Binay https://t.co/PUhpF5yl7M https://t.co/PJfnq4NpwG,0,English
Puta wala talagang kwenta patutsada ni Binay. Pati si Karen e.,1,Filipino
"But although Binay has a point, he also forgets that he's still part of the current administration as the VP. #PiliPinasDebates2016",0,English
"Just admit it - Duterte's joke was shit, wtf to MDS for siding w/ BBM, Roxas is pikon, Poe's father didn't do shit (RIP sir), Binay is shit",1,English
"No stage here in Bgy 9, Balayan, so Binay standing on chairs to give speech. #PHVote https://t.co/vl6uUjJau0 | via @maracepeda",0,English
Ang mga lalakeng manloloko parang si binay yan. may ebidensya na nga hindi parin yan aamin sa kasalanan nila ????,1,Filipino
"What really happened between Alfred Romualdez, Mar Roxas and Yolanda? https://t.co/zqtzEjx2be",0,English
jun binay steps down as mayor of makati as he waits ca's decision on tro,0,English
Si Roxas naman napaka-init ng dugo kay Duterte ?? pati si Cayetano sinabihan ng manahimik daw! ?? bruhh napaghahalataang desperado manalo ah ??,1,Filipino
"matapos mag-batuhan ng putik sina Roxas, Binay at Poe biglang dumating si Duterte  #Duterte2016",1,Filipino
"Mar Roxas, nangakong tutulungan ang nakakulong na anak ng 'katukayo' https://t.co/3C6PeLou0g | via GMA News",0,Filipino
Binay takes swipe at Poe https://t.co/sJSO3Vyriw,0,English
Darating daw si Binay mamaya. How true? :P,0,English
In Need Of A Challenger (Note to Binay) https://t.co/ImWaQt17Py,0,n/a
RT @ReizhelAngela: ito si binay nognog pandak laki sa hirap HONEST SI BINAY TULARAN SI BINAY,0,Filipino
"Duterte approves of Miriam’s presidential bid, says he won’t endorse Mar https://t.co/d6jggazSET",0,English
"Reading articles on the ""call for unity"". Reminded myself why I am not for Mar Roxas.",0,English
"Si DU30 expected na number kasi andaming fans pero, Roxas Poe Binay over Miriam?",0,English
TODAY'S EDITORIAL - Cebuanos shamed more than Binay https://t.co/TRYUd2y0sF,0,English
"CA junking of Junjun Binay’s bid expected, says spokesman https://t.co/dw5JyX2sw9 https://t.co/3fGZu4Sbcc",0,English
Binay claims he has always supported and will continue the 4Ps; thinks Roxas a liar to say he was against it before | via @PatMangune,0,English
Taena lt si Kathryn pala INC pero kay Mar Roxas siya hahahaha,1,Filipino
Grace wag ka kumanta hindi ka nmn Pinoy.  Only B1NAY #OnlyBinayWinner #PiliPinasDebates2016,0,English
Witness Aspillaga gave a damaging testimony against Dra. Binay https://t.co/zKT81uuWPZ,0,English
"Me: mommy nakita ko si binay kanina Mommy: oo nga, dapat nagpapicture ka MOMMY WALANG DAHILAN PARA MAGPAPICTURE AKO HAHAHAHA",1,Filipino
Kaya naman pala anlakas ng loob ni Mar. #Roxas2016 https://t.co/lZ2FWuXask,1,English
Binay not part of welcome party for APEC summit | https://t.co/uM6rmQjolN,0,English
Di ako natutuwa sa pambu bully nila kay Binay. Hays. They always judged him by his looks lalu na yung pic na... https://t.co/h7vV5ajIHC,0,English
"RT @rapplerdotcom: Mar Roxas says bullet carrier has to take responsibility This and more on #ThewRap: https://t.co/cTnnNxAlj1"" target=""_blank"">https://t.co/cTnnNxAlj1 https://t.c…",0,English
Etong si binay dinadamay ako sa pagka nognog niya ??,1,Filipino
MARoxas: Investment natin ang 4Ps sa ating mga kababayan. #PHVoteRoxas #Roxas #MayoNaRoxasNa #WeAreForMar #MaayosAksyonReporma,0,Filipino
"Kahit di ko gawain, pumila ako ng 9hrs sa comelec kahapon para lang maiboto si @senmiriam #MIRIAM2016",0,Filipino
"PPCRV Presidential candidate results: (PARTIAL) as of 11:05 p.m. 1 - DUTERTE- 12,924,166 2 - ROXAS-7,533,599 3 -... https://t.co/dzYqkniIQW",0,English
Jejemon Binay ?? damit Lang Kita puñeta ??????,1,n/a
Nakakastress tong pagmumuka ni #binay. Leche,1,Filipino
