text,label
Wala akong pake kay Binay!,0
How was VP Binay able to buy three properties even as a young and poor law student? https://t.co/n7siKWs2fl via @raissawriter,0
Nako binay huhuhu,1
Hala ung nognog advertisement ni Binay,0
@JLDejesusINQ @inquirerdotnet a selfish act and insensitivity of Mar Roxas. Thinking just for his own benefit not the Filipino people! Yuck!,1
Puro si binay nakikita ko sa nf ko ????,0
"Dear @MARoxas, Hindi ako nagkamali sa ating 2-minute encounter. Talagang di ka pwedeng presidente. Ever. All the more I'm #Go4POE.",0
Sarap basagin ng TV tuwing nakikita ko commercial ni Binay. ????,1
MAR ROXAS NATION  Mar was once endorsed by INC #DangersInINCVotes https://t.co/2s6wrLnX0I,0
THE STANDARD Headlines [Tuesday - 02.16.16]: -'MRT stalls Mar' -Binay: SWS poll proves voting base growing... https://t.co/SRjXsPOpP7,0
"Walang sawang pagsuporta kay Sen. Grace sya ang ating presidente, hindi nya tayo pababayaan sa kahit anumang sakuna. #POE2016 #LabanPOE2016",0
"[NATION] What Roxas, Poe, Binay, Duterte, Señeres are saying about PNoy's SSS veto https://t.co/ikY2WMNqCU | via GMA News",0
"Tumakbo si Duterte dahil galit sya kay Poe. Di nya alam, mas lalong mananalo si Poe dahil sa ginawa nya.",0
walang tutumbas sa maga nagawa ni VP Binay sa Bansa #OnlyBinayUNAsaIlocos,0
Grabe MRT. Pumasok ako ng kamukha ko si Alden pag labas ko kamukha ko na si Binay. #thestruggleisreal,1
Yung ang layo ng agwat ni du30 at poe.,0
"Vice President Binay, other personalities now leaving Welfareville Compound in Mandulong City. | @janvicmateo",0
"Walang namatay sa osmak ng dahil sa hirap? Walang kwenta mga doctor at nurses mo dun Binay, ang tataray pa. #PiliPinasDebates2016",1
"Honestly,gusto ko talaga si Binay sa una pero it changed nung cnb nya na si Alden daw ang gusto nya magportray ng lifestory nya. The hell.",1
"Badtrip yung commercial ni Binay, palong palo eh, pakitang tao. ??",1
RT @ChinitoBabyy: Kinginang commercial ni Binay. ??????,1
Retweeted Inquirer Group (@inquirerdotnet): Ombudsman statement aimed at Binay–Palace https://t.co/yaFjuJraeq |... https://t.co/HxjO18tt3h,0
Fuck Binay's new nognog commercial.,1
Hindi lang sa takloban si Binay din ang mag aangat satin sa kahirapan #OnlyBinayMagAangatSaTacloban,0
What's with Binay's paid advertisement? Argumentum ad misericordiam. Really? Lol so funny idk what to feel,1
@iambillyalexis: Puro Duterte at Grace Poe laman ng News feed ko.,0
Desperate Mar Roxas. Poor you.,1
"RT @DonyaAlma: Kapag narinig nyo ang ""Only Binay"" Ito lang ang masasabi ko... ""Buksan ang ilaw! Hihi""",1
"Mar roxas, anog pinagsasabi mong matuwid na pilipino? Pwede ba shut up na lang ????",1
"Wag niyo lang iboto si Mar, Binay, at Poe. MDS at Duterte happy na ako kung sino magiging presidente sa kanilang dalawa ????",0
Duterte or Santiago? ?? can't decide #Santiago2016 #Duterte2016,0
"@bilbil @IamEcatina @zenszei xet wala kaming ganyan, INGGIT NA INGGIT KAMI ?? ayan pbuenas ko n ky Binay aftr xa mpahiya sa tantrums nya",1
RT @ABSCBNNews: Here's what Mar Roxas has to say about #TanimBala https://t.co/3igVQG7izz https://t.co/2qGFAq1ZC2,0
Tangina yung nognog ad ni Binay. Owning it talaga haha go to hell.,1
Para na kaming si Mar Roxas - Desperado ??,1
Maniwala ako kay Binay na walang tax mga 30k? sweldo,0
Ang annoying ng tvc ni Binay ??,1
@UPMarooned @jayrcastillo24 @wawam @missjover If you want to prevent a Binay presidency then Mar is a wasted vote. game theory #juanvote,0
mapa binay mapa kid pena wala akong iboboto !! di ako maka bili ng pagkain harang kayo hayop -_-,1
Utas na sa nabasa ko sa fb. Hahahaha. Winawalangya talaga si Binay e. ????,1
"Miting de avance Duterte - Luneta Poe - Plaza Miranda Binay - Makati Roxas - QC Memorial Circle Santiago - RAVE at West Triangle, QC??????????",0
"Binay said a lot of things, though, but the audience were really tough and so he gave up.",0
It will have another people power if mar roxas win,0
Binay still mum on performance at PiliPinas Debates 2016 https://t.co/OQyD8W2FDj,1
Binay and Roxas over Miriam.... g r a b e!!! Unbelievable,1
Yung mga kaibigan ko Mar Roxas iboboto e. Pero medyo may doubt pa ko kay Roxas. :3 wew,1
My President this coming election no other than VP Binay #OnlyBinayPriority4Ps,0
"Dati ""nognog,pandak,laki sa hirap"" Ngayon ""Only binay, only binay ??"" ??????",1
"Team Roxas welcomes VP BINAY in Pasay. That is, Dr. Lito Roxas, the opposition's mayoralty candidate | Joyceilas https://t.co/vTr5sbAaOC |…",0
OMG!! Buti hindi si Binay,0
Naiinis talaga ako sa tvc nito ni Binay! ???????? Ka arte! psh,1
"If Duterte is running, then Miriam is running, tangina ang hirap mamili -_- Hahahaha",0
sumakit ulo ko sa tvc ni binay,1
Oh well. Too bad for Mar. It seems it's Binay &amp; Poe. Duterte might  catch up  https://t.co/UJw2xHGSO9,0
VP Binay: Galing ako sa mahirap kaya alam ko kung paano maging mahirap. #cebuvote2016 #BilangPilipino https://t.co/RUWariil20,0
"JUST IN: Binay, Cayetano woe Cebu voters | via @VektorSelba https://t.co/UkPb3Yrauj",0
"What's happening, mar roxas &amp; company? Desperado ng manalo??? ????",1
"Mas may silbi pa si Wengweng kesa kay Binay, if you think about it. https://t.co/LcsFmpSKY8",1
Nognog Pandak Laki sa Hirap Yan si VP Binay .. Ulol!,1
Kakauwi lang ni Mama. Kinilig daw sya sa shakehands nila ni Binay jusko ????,1
May Vice President pa ba tayo? Early last year pa nag-iikot si Binay para mangampanya ah? Tsk #24Oras #OnlyBinay,1
"RT @amigueldeguzman: Miriam, Duterte, Poe, Binay, kahit sino naman ilagay niyo sa pwesto, kahit ok gawin nila, wala din naman kayong magand…",0
Mar. Binay. Poe. All three should be disqualified. #Kurakot #VoteBuyers,1
"MAMA: Hindi ko binoto si Mar Roxas, si Poe binoto ko. Si Marcos ang VP ko. ME: Napaka loyal mo naman kay Marcos.  ??",0
MAR ROXAS: I DON’T NEED OFW VOTE https://t.co/6AaD93UcXV,1
SAYANG POE if we don't rally for a unified cause for democracy. #RoxasRobredo,0
@ABSCBNNews Binay's family has one who is PERPETUALLY DISQUALIFIED;they need the ignorant to vote for them #Halalan2016 @PHVote,0
"ang hirap kasi sa iba, just to go up they need to put others down... how sad! Go VP Binay! #OnlyBinayParehoTayo",0
@ItsmeCASM huhuhuhu! Bakit Mar? Mar Roxas?,1
Wag Poe si Mar Roxas and Binay. They represent political dynasties and other ills of our present political structure. #NotoTrapos,1
Srsly Binay? Sisihin daw ba ang administration ngayon eh parte nmn sya nito. You are still the Vice President. FYI.,1
I have no trust with binay -_-,1
Maling gamitin ang bata. Pero wag selective. The ad was similar with ACS ad. I'm not voting Roxas/Duterte.  https://t.co/GdMJsIKweI,0
Manny Pacquiao leads Senate bets of Binay’s UNA party — source https://t.co/w9WbycuHMi | via INQUIRER,0
Haters gonna hate. #Du30 https://t.co/QSHebXqycc,0
RT @InquirerMobile: ALERT #Binay  https://t.co/JIqkc0N4Md,0
"DUTERTE TILL THE END Wag kayo maniwala sa survey na yan pulse asia, isa pa yan. Baka next week si mar na nangunguna,",0
@ErnaCabarrubias @LanceNalo @bloodychellee @DupliKatee or binay catches us,0
Anong relasyon ng teacher sa pamumuno? -binay E g*g* pala to e. Wla ka sa posisyon na yan kung hndi ka naturuan ng teacher mo. #NogNogHambog,1
@rosieeannie Gago ka di ko si binay ba Hahahahaha tang ina,1
Hindi ka namin kilala Poe. Lokohan na ito. #OnlyB1NAYPresidente VOTED BINAY PLS COUNT @ABSCBNNews @gmanewsbreaking https://t.co/11MjOxB7IA,0
"If Binay and his minions win, goodbye Philippines. https://t.co/H0FFI4Ytyy",1
May mahihirap pa rin sa Makati. May mahihirap sa lahat ng panig. #Binay #Halalan2016 https://t.co/cVLb2lgqvE,0
"What're they afraid of? &gt;Binay, Poe, Santiago no-show in presidential debate in Cebu | https://t.co/1yH4kSjwda  https://t.co/hhiZOG7JC9",0
Hala Si Binay! Nog! Nog! Nog! Nonog! Hahahahahaha tangina Lt ??????????,1
"@deejayap @mgvtrb Ok. So Bautista's FOR Poe, Guanzon's FOR Roxas. Who's FOR Binay, Duterte and the rest? Commission FOR (not ON) Elections.",0
Presidentiable Jejomar Binay at the Marriott Hotel for the Philippine Business conference. https://t.co/seoyANGvKY,0
The question is not whether Binay is bad but whether he will be badder via @rapplerdotcom https://t.co/7Js3U4cUK1,1
What Mar Roxas learned in 2010 elections #Halalan2016 https://t.co/l6UFN7tgjI https://t.co/f6Ua3uCeO7,0
@krishiyaa Annoying Binay. ??,1
San Juan is for Mar Roxas! ??????,0
"Pandak , nognog, laki sa hirap d tulad ng iba may nagawa XD #binay",1
"hindi kami magsasawa kay binay, peña. wag kami",0
Binay ano ba di ako nognog wag mong ipilit na sunog tayong lahat,1
"@jennergetic holy shit di lang pala si duterte ang may ""dutertards"" shet this country!!!! ??????",1
Mar Roxas. https://t.co/88B982BfPy,0
Ano Binay? Di naman paramihan ng advertisement to. ??,0
Nognog ung mga taong laging sinisisi sa mga kasalanang di naman nila ginawa. -Commercial ni Binay,0
"Ang mukha ni Binay, diring diri pa. Normal na nangyayari yan sa tubig kapag nabasa. Nahahalata ang tunay mong kulay! https://t.co/FOEaY7Z6lL",1
@inquirerdotnet @MAgerINQ Mar Roxas we can read in her face.,0
My newly recruited Mar Roxas volunteers. https://t.co/wiJzProLMH,0
Binay Corrupt ? sino bang pulitiko ang hindi ? Ang alam lng eh magmalinis. HAHAHAHA panget lang nung ad nya sa TV.,1
POE: Permanenteng trabaho / pagkain sa bawat lamesa / kababaihan hindi dapat maliitin / #PiliPinasDebates2016 #Halalan2016,0
@sealtieelardon Yan si Binay.,0
Roxas invites Poe for unity to beat Duterte? Wtf??!! Desperate moves bitch. Accept the fact that your losing #AyawSaDILAW,1
What's with only binay all about?,0
Socially relevant to mga pakyu. Mas importante to diyan sa Binay vs Obama niyo. Mamaya magtatanong ulit ako pakingshet.,1
Kamukha ko si nancy binay punyeta,1
"RT @Antifornicator: And Binay is owning these. It's a brilliant strategy to get the sympathy of the poor, the less educated, the powerless.",0
"Hays, Kawawa naman sila. kase kahit salitang RESPETO hindi nila alam. @VPJojoBinay  #RespectforBINAY #IsaluteVPBINAY",1
si VP Binay lang ang kailangan ng Pilinas dahil siya lang ang may solusyon sa kahirapan. #OnlyBinayUNAsaIlocos,0
Everytime na nakikita ko yung commercial ni Binay i was like bitch please wag mo kong lokohin,1
Mar blinded by ambition – Binay http://t.co/PK1Enu3WoF #Manila #News #Asia,0
"Binay: Aquino admin promised much but delivered very little. Ports, airports, infra to support 10M arriving tourists not built. #PHvote",0
"#juanvote : Agree on this critique ? 1. Mar Roxas - Incompetence, Dishonesty. 2. Jejomar Binay - Massive... https://t.co/viX9ZuZBY6",1
@jydominique HAHAHA  napamura ako sunod sunod kasalanan to ni binay hahahaha,1
JEJOMAR BINAY SUKANG SUKA NA PO AKO SA MGA COMMERCIALS MO ??,1
Duh Binay we already know your intention regarding INC's issue https://t.co/PfuvEwjsPO,1
Hello daw sabi ni Binay.,0
May bago na namang commercial campaign si Binay! Nakaka badtrip na!,1
"masmatibay kayo #poechiz sa 2024 sigurado. pero for now, go binay sa 2016!",0
R.I.P MAR ROXAS !!... https://t.co/aHkEDVQP3X,1
"cant imagine pag nag kasnow sa pilipinas dahil kay binay, imbis na puti yun snow magiging black tf!! nog nog na buong pilipinas hahahahaha",1
Desperado na Mar Roxas ???,1
zz binay's ads ????????,0
Tularan si Pedro WAG si Mar Roxas ?? @MARoxas https://t.co/4eRLWBEAdQ,1
manduga kapa mar roxas,1
Binay had his glasses made earlier @manila_bulletin https://t.co/PoDASO1ySZ,0
Guys. Text everyone. Mar Roxas-Leni Robredo is our best chance. The only tandem against dictatorship and Marcos revisionism. Please.,0
"Kaya pala nagkakagulo dito sa SM, nandito si Binay! Tatay ng friend namin huhu ???? (at @sm_citybacolod) [pic] — https://t.co/ntPfZ2l0kX",0
Duterte fails to calm nervous investors | https://t.co/PkJjJHacaV #KayDUTERTEako,0
"#BINAY:"" What he did in Makati was theft."" #MarRoxas Job creation—that’s what I know and can do,” Mar Roxas said. https://t.co/XPFtghiEdg",1
"""@ellisluciano: Binay as President #ShortHorrorStory""",1
My ghaddd!!! Bakit pangalawa si Roxas? Im expecting Poe as 2nd placer! Well maybe the powers from cheating really works! #DU30 #Election2016,1
KAHIT SINO WAG LANG SI MAR ROXAS  ?? #Election2016 #Halalan2016,1
"VP Binay is not asking Grace Poe, he's mocking, declaring and judging. Poor Binay, thumbs down. #PiliPinasDebates2016",1
"Mga kandidatong pasok sa opisyal na balota: For president: 1. BINAY, Jejomar C (UNA) 2. DEFENSOR-SANTIAGO, Miriam... https://t.co/4Kjv2ilR6q",0
RT @ayeemacaraig: Binay: Ako ay kumandidato dahil alam kong ako ay mananalo #PHvote https://t.co/WCdB7UYMHw,0
I watched #WantedPresident interviewed by Mike Enriquez &amp; Mel Tiangco. Binay- corrupt and outright lying. Mar- CONVINCING. Duterte- Crazy.,1
DUTERTE is on the lead. 30.64%. Roxas is 26.72%. AS OF NOW.,0
@bluevill Malaking kagaguhan ang alam nitong si Binay para makakuha lang ng boto. Nang-uuto lang yan!,1
WAG POE sanang pakalat kalat mga dutertards sa social media kung jejemon kayong mag-type. Bwahawhawhawhawhawhawhaw https://t.co/O7pPdkalGP,1
@gialyssa10 Bat mo nilabasa ang Binay shot ko? Waaah thank you forever!! Mwaaa,0
Bakit kamukha ni kuya mark yung anak ni mar roxas :)) @dwightsmite,0
"[NATION] Santiago, Binay, Roxas, Poe at the PCCI Presidentiable Forum https://t.co/kZB1TFjmzp | via GMA News",0
"""Mar Roxas is probably the most misunderstood, most-bashed, most belittled leader we’ve had."" https://t.co/9kwkSGbt6z",1
"Pagiging guest candiate ni Sen. Ralph Recto sa kampo nina Sen. Poe at Escudero, walang epekto sa LP I via @aileentaliping",0
"Si Mar Roxas lang ang kayang magpaliwanag ng platapormang malinaw pa sa sikat ng araw. Yung ibang kandidato, nagpapanggap lang na may alam.",0
watching #DKSemis but that mar roxas ad is really sickening.,1
#Binay is healthy because he has ample exercise .How can you not have enough exercise when you’ve been counting billions of pesos.Duterte,0
"It should be Digong vs. Miriam. Agree or not, Fuck you Mar, Poe and Binay tards. https://t.co/R0mqRgYGwu",1
"Fight for decency mong utut kingina ka mar roxas. Kung ang pagkadisente ay katulad mo, well ibahin mo kami sa iyo ??",1
So ayan na pumangalawa na si roxas sa ranking. Malay nmn ntin diba! Na sa ntitirang oras dun pala magaganap ang dayaan oh well #DU30 padin ??,1
Duterte has anomaly. Mar has anomaly. Binay has anomaly. Miriam has her brave ways guided intellectually. #BigSwitch2Miriam,1
"Sen. Miriam Santiago: Don't forget Martial Law, but dont let a dead man dictate our actuations | @banderainquirer http://t.co/7A8W9kkbGb",0
"Binay lawyer belies Trillanes  claim; says he has list of VP's submitted docs ""ang hirap sa kanila, pag di nagustuhan di nila papansinin""",0
No politics in Binay-Chiz meeting says Floirendo https://t.co/TJWPcIsvqG,0
"Don't back down Grace Poe! If he wants everyone to be united against Duterte, make Mar Roxas concede, not you please. @SenGracePOE",0
"Pussya hindi ko tangap na pangalawa si Mar Roxas , Tangap ko pa kung si Miriam Santiago yan !",1
Inis na ako dumagdag pa tong si Mar Roxas ehh..,1
Si Binay na ang susunod nating presidente. Para sa tuloy tuloy na pagbabago. #OnlyBinayNangabakIlocos,0
"no offense, pero ok lng bang magback-out ka miriam? mahahati ung votes sa inyo ni duterte eh :((",0
Kinikilig ka na sa OTWOL tapos biglang commercial ni Mar at Binay after. Puñeta lamunin na kayo ng lupa mga demonyo kayo panira ng gabi,1
"Basta di niyo na kami maloloko, BINAY pa rin kami",1
Mar Roxas condemns syndicates behind laglag bala extortion https://t.co/PlPvwrwkVF,0
Yung commercial ni Mar Roxas priceless ??,0
Racism on Binay's TVC. Ayweh,1
RT @profmssyj: The question is not whether Binay is bad but whether he will be badder via @rapplerdotcom https://t.co/XMjhsAPnuo,1
Bagay si Trillanes kay Roxas ??,1
PAGNANALO SI MAR ROXAS KITA-KITA NA LANG TAYO SA EDSA PARA SA PEOPLE POWER 3! ??,1
Pointless lalis. Binay will win pero #Duterte2016 japon.,0
Bat kasi mar roxas ka dj eh ?? kaynesss,1
"Wait what happened to Querubin? And didn't you say #PHVoteDuterte's violence was not the way? #PHVotePoe, anyare! https://t.co/StoenUUm9u",0
. @bernardokath at LP Miting De Avance at QC Memorial Circle MAR ROXAS NATION #RoxasRobredo #MasMaramiTayo https://t.co/L4szXyv9td,0
"Di mo rin maintindihan karamihan sa mga quote/poem accounts dito eh, minsan Poe, minsan DU30, minsan MDS. NANYO ANO BA TALAGA?",1
"Ipalabas niyo rin life story nina Binay, Cayetano, Marcos, Honasan at Trillanes para fair CHAR HAHA #VoteJamesFPP #KCA",0
"Ganito ka desperado si Noy Aquino, takot makulong kung hindi manalo ang kanyang manok na talunan na si Mar Roxas https://t.co/ftJqEXbVy4",1
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/WoNgCaXXGb,1
RT @john_carlo20: VIDEO: VP Binay and other officials attend the unveiling of the memorial for the victims of #Yolanda. @sunstaronline http…,0
Leche binay! Sagutin mo mga paratang sayo. Lagi kang ganyan!!!! #PiliPinasDebates2016,1
"Tbh at this point, as long as Marcos, Duterte, and Binay do not win, I'm prolly okay. I love my country but shit. Wala na eh. Wala.",1
@ako_si_mister_S well for me ah. Mas okay si Binay than Mar. You know why? Kasi mas madami syang nagawa kesa kay Mar. Oo nagnakaw cla pero..,1
"""And where everyone - rich or poor partakes of the fruit of yhe development we attained by working together "" -VP Binay @OnlyBinayWinner",0
binay's ad ??,0
Puro ka sakita Mar Roxas. Paninira ang alam. Psh. https://t.co/ZvPSffvpDs,1
Napaka-inosente tignan ni Poe. Habang si Binay halatang corrupt. ?? #PiliPinasDebates2016,1
it is a statement of desperation - Duterte to Roxas #PHVote,0
"Binay: Marunong po ako manglaba, mamalengke, at mamlantsa Dad: O edi mag-apply ka sa bahay namin kulang kami ng kasambahay???????????",0
"Liberal party, takot at galit kay Binay dahil tumataas sa survey! #BitagLive LIVESTREAM: https://t.co/T0FAaYqHeo",0
"Don't vote for Binay, he's trapo and corrupt.  Don't vote for Poe, she's an American citizen and inexperienced.... https://t.co/4Hyt8hYt9w",1
Hay nako Binay,1
"Go #MarRoxas #RoxasNa! Atleast, you are on the 2nd place. #MarWithAPlan #RoxasRobredo #MarLeni2016... https://t.co/uCLwExvwVu",0
i hate Binay but lets just stop mocking his skin color please lang,1
I am petitioning an EDSA People Power if Mar Roxas wins. I swear to God. My will is for the truth.,1
@AKOSiDUTERTE Wag nyo na ring iboti si lito lapid kase masha shade din ang name ni mar roxas.. may dayaan talaga. https://t.co/DFdtSYAVRP,1
"BusinessWorld | Travel ban imposed on Binay, Jr.  https://t.co/nf9ahMcTGF via @bworldph",0
Leche ka Mar Roxas!!!!!!,1
Mas madami pang nag vote kay binay tsaka Kay Roxas kesa Kay Miriam!!! Jusme naman,1
Coordinator ni Binay Si Mama. So Team Binay Kami. #PSYPagyanig,0
"Ayon kay Poe, WALA DAW MALI SA ANTI-DUTERTE TV AD.. naging mtrcb k pa nman din tas walang mali sagot mo! #DuterteTillTheEnd",1
6. Ateneo 7. Mac Belo 8. Gimme5 Rocks SMManila  10. Only Binay 2015/11/22 04:53 PHT https://t.co/dRwxiUtCOV,0
"Binay says he fears possible cheating on May 9, with reports of VCMs showing Roxas' name during testing (via @PHVote) #OnlyInThePhilippines",0
"At the end of the day, tayo ang may pinagsamahan. Hindi kayo ni Sen Poe, ni former Sec. Roxas, o ni VP Binay. Hindi sila one call away.",0
"Mar Roxas, Don't us.",1
"Rep. Binay: After all the name calling, nognog, pandak, sino ba may napaaral? Sino ba may napagamot? Sino ba may nagawa na? #Halalan2016",0
@brucepinis tangina mo eddie ?????? binay. Anyways same color as yours...nognog ??????,1
@bieefever ung mga makabinay diyan. Tawagin niyong nognog si binay lol,1
Stress ako magwatch news sabi mar ke du30 bwal tumangap ng any form of gift. Pwe atlis un regalo ikaw puro pag nanakaw lang! #daangmatuwid ??,1
Binay confirms inclusion of guest candidates in UNA Senate slate - Read: https://t.co/nBbIJgkfKf #BeFullyInformed https://t.co/EiRfOD9pCV,0
"Hellooo Binay, Vice president ka diba? Bakit Makati pa din nasa advertisement mo? Ano ba tatakbuhin mo sa 2016? President or Mayor? ??",1
Waaa. Nakaka-tats naman. Love you Mareng Binay. ???? #GGVLaughAllYouCan https://t.co/XP8nsS93iz,0
Ang lasting peace makakamit kung matutuunan natin ang kahirapan na naglipana sa inyong lugar. -- Binay,0
LALABAN TAYONG MGA TEAM KID - KARLA . MGA BINAY HINDI PA TAPOS ANG LABAN . BINAY BAKA PATI SI SATANAS AGAWAN MO NG TRONO SA IMPYERNO,1
"Santiago, Duterte, and Poe = candidates in order of my preference. SRSLY URAY SINNO BASTA NOT ROXAS OR BINAY HAHAHA",1
"A simple note to Sec. #MarRoxas. Sir, sana po ginamit nyo ang impluwensya nyo, popularidad at posisyon na... https://t.co/OL9ImM5btn",0
@marianmatibag @junyyyyyyy Si Binay talaga oh. Nang aano ka  eh ha? Hahahaha.,1
The Presidency is not a soap opera that would run for 6 years. Drama can't run the country ??? #MarRoxas2016 #DaangMatuwid #trapoeka,1
#WalangiwananMar... Nobody else but Mar! #RoxasRobredo2016,0
VP Binay @UB https://t.co/1KYFVTnNHN,0
Worst advertisement yong nognog no binay.,1
"Si Binay mag6 yrs ng VP, pero selling point sa pangangampanya MAKATI pa rin. Wla bang nagawang marangal as VP? No 2 biopic @aldenrichards02",1
Eye rolls at: 1. Kris using govt equip. for campaigning 2. Duterte's rape joke 3. Binay's controversy 4. Poe's citizenship issue.,1
Binay’s New Year wish: End of vindictiveness and selective justice in gov’t: Vice President issues New Year’s ... https://t.co/XpdbeH2jxR,0
Kainis sa mga boboto kila binay at mar.,1
I won't allow that Duterte will win this race.I want Roxas or Santiago. https://t.co/sC7G3hVKMz,0
Mayor Duterte is the leading presidential candidate. He can handle the toughest questions. https://t.co/1ZUKCRWX1P,0
No to mar roxas. ??????,1
"I am pro-Duterte pero nagkakaroon lang kasi ng false analogy wherein if you'll vote for Roxas, bobo ka; if you'll be for Duterte, matalino.",1
"I'm not into VP Binay or what, but really people? Just because the media and other politicians has something to... https://t.co/tcXxVj25Rg",0
Jollibee para kay binay ay joke  https://t.co/0utauMcirM,0
@ohlistic The time has come for Mar Roxas and PNoy to think about whether to stick their guns or endorse Grace Poe for President.,0
@News5AKSYON Handang matalo it means wala ka tlgng lbn? DapatBinay para maayos ang bansa. @alanpcayetano  maliit utak m ms malaki pa noo mo,1
"Paki forward nga ito sa Office of the Vice President. Baka from Cebu to Baguio, makarating ang BOO kay Binay. https://t.co/pmNQrmWwUK",1
"Kahit hindi na po si Miriam ang manalo, wag lang din Binay o Roxas, masaya na kaming mga Pilipino.",0
binay nognog ??,1
RT @joeyygomezz: Feel nako si Binay ang Big winner #PBBTheBigNight,0
"From 0 to Mar Roxas, how much do you hate your ex? With Mar Roxas means you despise your ex.",1
Mar blinded by ambition – Binay http://t.co/PK1Enu3WoF #Manila #News #Asia,1
Oo nga bakit ayaw pa pong mag-concede ni VP Binay?,0
Mar Roxas alam kung saan nabibili ang droga sa Davao at Makati. Sasamahan pa daw kayo! Hahaha ang tindi mo Mar!... https://t.co/BuNyXEV57P,0
"GPL, Du30 and Binay are all attacking @MARoxas but I hardly hear them attacking each other. Why the concerted effort to destroy Mar? ????",0
RT @bernardokthxxvi: nognog ?? binay's paid advertisement is annoying ??,1
Si Poe daw ay kasabwat ni Trillanes. Si Roxas daw ay mandaraya ng vcm. Lahat ay black propaganda. Si leni ay tuta ni Mar.,1
What do you think of the chance encounter of binay &amp;escudero in cebu?+ mother in law switch to miriam #pataykapoe,1
"Para kang si Mar Roxas, mahilig manira ng kapwa. Ayy oopss ????",1
"Dahil bday ni VP Binay ngayon, namigay daw ito ng wheelchairs. Bago na rin ang kanyang slogan: ""Kay Binay Lulumpuhin Ka Habambuhay"".????",0
@captaincartered endorsing trump is like endorsing binay so bye bye mackie,1
VP Binay on delayed PPP: There was too much analysis that resulted to paralysis #BilangPilipino | @josebimbosantos,0
Mar Roxas has as much personality and charisma as the slippers Korina Sanchez gives to underprivileged youth.,0
Open Letter To Mar Roxas By Manny Piñol &gt;&gt;&gt;... https://t.co/GPRueY1hfk,0
"para kang si Mar Roxas at Trillanes, masyadong desperado tsk don't us ?? #DuterteTillTheEnd #Duterte2016",1
Muntanga si Binay at Mar ??????,1
Si binay puro paawa hahahaga,1
@_FORDICK bah. NAPAY BINAY NGA EW,1
"JUNJUN BINAY, MAAARI PA RING MAHALAL DAHIL SA AGUINALDO CONDONATION DOCTRINE @attymeltweet @anapuod @cherylcosim... https://t.co/ZbmhXXKwre",0
Investors wary of a Binay win–EIU https://t.co/SGViVFfizh,0
@KYUNGMYEONDAILY kulay ng mga Binay ??????,1
"SERYOSO, TACLOBAN NGA WALANG NAPALA KAY MAR ROXAS, BUONG PILIPINAS PA KAYA? #AyawSaDILAW ??????????????????",1
VP Binay on Gringo: Hindi niyo masisindak ito @manila_bulletin https://t.co/LcnyhEhKTc,0
sa meeting ng binay????,0
Si Binay laging trending XD,0
"Daang Matuwid - pwede ding daang matraffic or daang makalat!?? Yung totoo, Mar Roxas???? https://t.co/vPG85YXRg9",1
[NATION] VP Binay bats for gov't transparency https://t.co/wF9901evPU | via GMA News,0
Mahirap naman talaga si Binay. Mahirap paaminin na nakaw ang yaman niya.  https://t.co/NbekKJ8F0y,1
#Binay confirms UNA Senate slate https://t.co/769DEAxYAu @VPJojoBinay https://t.co/DLJTCIs98c,0
Hahahahhaa kakulay ni binay ampota! ?? mahal tingnan mo sayo @liverloverboy00  https://t.co/ujS0TaAr68,1
VP BINAY remembrance. #unexpectedMOMENT https://t.co/8EtBQUnBTv,0
"""pag nanalo ba si mar roxas may rated k pa ba?""",0
Quing ina talaga yung ad ni Binay no?,1
Wag lang si Binay. Then I guess we're good.,0
NO to Mar Roxas! #DuterteTillTheEnd https://t.co/BiuFY2jwPB,0
i wouldn't vote for dute/rte pero basta wag lang si binay or roxas please lang,1
"Sana ang mga teachers, pumunta kay Binay. Para walang klase.",0
"On the Binay trail: Where did he go, what did he do? https://t.co/arBZLzAapD #RapplerIQ #PHVote https://t.co/GezoOMHJME",0
"RT @kiersuyat: Only Binay daw o hahahaha. Kaya ayokong nanonood ng TV e, ang daming di magagandang tanawin. -_-",0
"really mar roxas ""poe mag-usap tayo"", so boy abunda peg mo diyan? ??",1
Pang huli si MDS dapat si Mar Roxas un e,0
VP Binay to woo vote-rich Cavite https://t.co/vphUlLDmgt | via GMA News,0
MGA TANGA AT INUTIL LANG ANG BOBOTO KAY MAR ROXAS #AyawSaDILAW #ChangeIsComing,1
Totoo ba? Natatakot si Roxas kasi may possibility na si Duterte ang maging President?,0
Binay: di natin kailangan ng pangulo na nagtatago tulad nung Mamasapano,1
Sino naman kaya gaganap sa #MMK ni #BoyEpal este Mar Roxas? #GalawangBias,1
"@FSTopacio I would have asked when can excuses be abuses &amp; what legal premises can one hanker avoiding prosecution like Binay, is this hard?",0
@CARLOSANDIKO di pa ako naka decide but not Binay.,0
"Hindi ba talaga ititigil ung political ad ni Binay? Mawalang galang na po, ako ang nahihiya sa sobrang kapal nyo.",1
CA junks Junjun Binay's petition vs 2nd suspension order https://t.co/M4TxlpAyM7 https://t.co/bOYUPRL5Us,0
#ALDUBForbiddenLOVE bat pa kasi pina kawalan si Enrile sa kulugan Kawatan yan gaya ni VP Jojo Binay Beware this politiko,0
